pair_id,condition,caption_ref,model,prompt,multicare_output,multicare_precision,multicare_recall,multicare_f1,multicare_refusal,multicare_doc,multicare_cond_match,multicare_ev_words,pubmedqa_output,pubmedqa_precision,pubmedqa_recall,pubmedqa_f1,pubmedqa_refusal,pubmedqa_doc,pubmedqa_cond_match,pubmedqa_ev_words,mmedbench_output,mmedbench_precision,mmedbench_recall,mmedbench_f1,mmedbench_refusal,mmedbench_doc,mmedbench_cond_match,mmedbench_ev_words,shuffled_output,shuffled_precision,shuffled_recall,shuffled_f1,shuffled_refusal,shuffled_doc,shuffled_cond_match,shuffled_ev_words
P01121,edema,The left hand is swollen.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai, wo ek 50‑saal ke aadmi ke pancreatic insufficiency aur suspected MALT lymphoma ke baare mein hai; ismein kidney disease, focal glomerulosclerosis ya 80‑saal ke patients ke transplant outcomes ka koi zikr nahi hai. Isliye is evidence ke aadhar par aapke pitaji ke liye kidney transplant ka suitability ya timing ke baare mein koi reliable conclusion nahi nikal sakte. Aapko ek nephrologist ya transplant specialist se milkar unke specific kidney function, comorbidities aur age‑related risk factors",0.0,0.0,0.0,False,multicare:PMC4038641,False,400,"Jo clinical evidence aapko diya gaya hai, wo hereditary haemorrhagic telangiectasia (HHT) aur liver transplantation ke baare mein hai, kidney transplant ya 80‑saal ki umar ke patients ke outcomes ke",,,,False,pubmedqa:27864873,False,187,"Jo clinical evidence aapne diya hai, wo ek 50‑saal ki morbidly obese mahila ke hypertension work‑up ke baare mein hai, aur usmein kidney transplant ya 80‑saal ke patients ke liye transplant suitability ka koi zikr nahi hai. Isliye is evidence ke basis par hum aapke pitaji ke transplant option ke baare mein",,,,False,mmedbench:MMEDBENCH_040569,False,333,"जो क्लिनिकल एविडेंस आप ने दिया है, वह पूरी तरह से एक 61‑साल के मरीज में एनोरैक्टल GIST (गैस्ट्रोइंटेस्टाइनल स्टेमल सेल ट्यूमर) के बारे में है – उसकी बायोप्सी, इमेजिंग, सर्जरी और पैथोलॉजी की जानकारी। इसमें किडनी रोग, ग्लोमेरुलोस्क्लेरोसिस या ट्रांसप्लांट से जुड़ी कोई जानकारी नहीं है। इसलिए इस एविडेंस के आधार पर मैं आपके 80‑साल के पिता के किडनी ट्र",,,,False,shuffled:PMC3621153,False,376
P01111,edema,The left leg is swollen with deformation in the toes.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai usmein patient ke kidneys ka function kaafi achha hai (serum creatinine 0.4 mg/dL, Cr clearance 145 mL/min) aur sirf mild IgA‑nephropathy dikh rahi",,,,False,multicare:PMC6292226,False,400,"Jo clinical evidence aapne diya hai, usmein liver transplantation ka decision bahut hi complex aur controversial tha, especially jab patient ko severe high‑output heart failure aur multiple vascular problems the. Isse yeh samajh aata hai ki organ transplant ke liye donor aur recipient dono ki health bahut dhyan",,,,False,pubmedqa:27864873,False,187,"Jo clinical evidence aapne diya hai, wo ek 15‑saal ke ladke ke IgA nephropathy (Berger’s disease) ke case ko describe karta hai – sore throat ke baad pink urine, RBC casts, aur biopsy mein IgA mesangial deposition. Yeh information sirf us specific glomerulonephritis ke diagnosis aur uske biopsy findings ke baare mein hai. Isliye is evidence se aapke bhai ke CKD‑5, dialysis schedule, ya maa ke donor suitability ke baare mein koi direct guidance nahi milti. Aapko transplant aur donor evaluation ke liye alag nephrology/kidney transplant guidelines dekhni hongi.",,,,False,mmedbench:MMEDBENCH_042587,False,285,"Jo clinical evidence aapne diya hai, wo ek 72‑saal ke aadmi ke paratesticular leiomyosarcoma ki surgery aur adjuvant radiotherapy ke baare mein hai; isme kidney disease, dialysis ya transplant donor ki health ka koi zikr nahi hai. Isliye is evidence se aapke bhai ke CKD 5, dialysis schedule ya maa ke donor status ke liye koi direct guidance nahi milti. Aapko kidney transplant aur donor evaluation ke liye nephrology aur transplant specialist se alag se consult karna hoga.",,,,False,shuffled:PMC7487105,False,387
P01172,edema,The left hand is swollen.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai, wo ek 8‑saal ke bacche mein nephrotic syndrome (bahut proteinuria, hypo‑albuminemia, edema, high cholesterol) ka description hai, na ki alcoholic hepatitis ya cirrhosis ka. Is case mein liver‑related findings (F",1.0,1.0,1.0,False,multicare:PMC8010253,False,400,Is clinical evidence mein hereditary haemorrhagic telangiectasia aur hereditary ang,,,,False,pubmedqa:27864873,False,187,"Jo clinical evidence aapko diya gaya hai, usmein bataya gaya hai ki hypertension ke saath chronic kidney disease (BUN 29 mg/dL, creatinine 2.1 mg/dL) wale patients ke liye sabse pehla step ACE‑inhibitor (ACEI) shuru karna hota hai. ACEI blood pressure ko control karta hai aur kidney ki disease ki progression ko slow karta hai, isliye yeh aapke pitaji ki headache (jo high BP ki wajah se ho sakti hai) ke liye bhi faydemand ho sakta hai. Isliye, unka BP check kar ke, doctor ki supervision mein",,,,False,mmedbench:MMEDBENCH_004591,False,209,"Jo clinical evidence aapko diya gaya hai, wo ek 10‑saal ke type‑1 diabetes wale bacche mein hypoglycemia ke karan aane wale acute hemiplegia ke baare mein hai, na ki alcoholic hepatitis ya ascites ke liye. Ismein sirf low blood sugar, carbohydrate treatment, aur insulin dose adjustment ka zikr hai, isliye isse aapke pitaji ki headache ya ascites ke liye koi dawa ka suggestion nahi milta. Aapko is situation mein liver specialist ya gastroenterologist se turant milna chahiye, kyunki unke labs (bilirubin, Hb) aur ascites ka management alag hota hai. Agar headache severe ho",,,,False,shuffled:PMC3227238,False,400
P00975,edema,The sole has swollen with red and yellow rashes in the little toe finger and noel,openai/gpt-oss-120b,direct,,,,,False,multicare:PMC3622460,False,175,"Jo clinical evidence aapko diya gaya hai, wo sirf cranial nerve VI palsy, disc edema aur increased intracranial pressure ke baare mein hai, jo aankhon aur dimaag se judi hui hai, foot infection ya drainage se koi sambandh nahi batata. Isliye is evidence ke aadhar par aapke foot ki fluid leak ya dressing problem ka koi specific jawab dena possible nahi hai. Aapko turant ek wound‑care specialist ya orthopedic surgeon se milna chahiye, taki wo aapke drainage, infection control aur dressing technique ko assess kar sake. Agar koi neurological symptom (jaise double vision ya severe headache) develop ho, to uss evidence ke mutabik emergency evaluation ki zarurat",0.5,0.3333333333333333,0.4,False,pubmedqa:20152779,True,100,"Jo aap describe kar rahe hain, wo ek bleeding disorder (jaise Hemophilia A) ki wajah se ho sak",,,,False,mmedbench:MMEDBENCH_041250,False,263,"Is case mein aapke great toe se jo fluid nikal raha hai, wo ya to infection ka sign ho sakta hai ya phir XLA ke karan aane wali sterile inflammatory effusion. Aapke jaise X‑linked agammaglobulinemia wale bachon mein immunoglobulin bahut kam hoti hai, isliye chhote‑chhote wounds bhi asaani se infected ho jaate hain",0.0,0.0,0.0,False,shuffled:PMC3134104,False,400
P00440,edema,The foot is swollen blue black discolour.,openai/gpt-oss-120b,direct,"Iske clinical findings aur biopsy se yeh confirm hota hai ki aapke patient ko **oral lichen planus (OLP)** hai, na ki koi bacterial ya fungal infection, isliye culture ka result shayad koi fayda na de. OLP ko steroids (jaise fluocinolone ya prednisone) se start kiya jata hai, lekin jab wo kaam na kare to laser excision ya **photodynamic therapy (PDT)** jaise options ka istemal kiya ja sakta hai, j",0.0,0.0,0.0,False,multicare:PMC11162524,False,400,"Is study mein jo neuroselective transcutaneous electrical stimulator (NTES) use kiya gaya, usne atopic dermatitis (AD) wale patients mein itch ya pain ko zyada provoke kiya, aur unka current perception threshold (CPT) bhi healthy logon se kam tha (khaas taur par 3 body sites par). Yeh matlab hai ki AD wale log skin ke sensory nerves ko zyada sensitive hoti hain, lekin yeh finding CHF‑related edema ya culture results se directly judi nahi hai. Agar aapka patient CHF ke karan pairon mein edema ka samna kar raha hai, to is study ka uske symptom management par koi prabhav ya su",0.25,1.0,0.4,False,pubmedqa:19178984,False,117,"Clinical evidence ke hisaab se aapke patient ka rash aur dark urine porphyria cutanea tarda (PCT) ki taraf ishara karte hain, jo photosensitivity aur skin blisters se hota hai. Is condition ke liye sabse suitable drug hydroxychloroquine hai, kyunki yeh porphyrin levels ko kam karta hai aur skin lesions ko sudharne mein madad karta hai. Hemin ya antihistamines jaise options PCT ke liye effective nahi hain, aur steroids to aur bhi porphyrin synthesis badha sakte hain. Isliye, agar diagnosis PCT hi",0.0,0.0,0.0,False,mmedbench:MMEDBENCH_039607,False,229,"जो क्लिनिकल एविडेंस आप ने दिया है, वह मुख्यतः नासोफैरिंजियल कार्सिनोमा और उसके एक्स‑ट्राक्रेनियल मेटास्टेसिस (जैसे एक्स‑अक्सिलरी नोड, थायरॉयड, लंग) के बारे में है, न कि संक्रमण‑कल्चर या हृदय‑विफलता (CHF) से जुड़े पैरों की सूजन के बारे में। इसलिए इस एविडेंस से यह नहीं पता चलता कि आपके पिता के पैर में एडिमा या हालिया कल्चर का परिणाम क्या हो सकता है। यदि कल्चर दो दिन पहले",,,,False,shuffled:PMC5294429,False,400
P00439,edema,The foot is swollen blue black discolour.,openai/gpt-oss-120b,direct,,,,,False,multicare:PMC10925652,False,400,"Is study ke mutabik, chronic heart failure (CHF) patients ko 5 g namak aur 1.5 L paani per din ki **individualized salt‑fluid restriction** dene se NYHA class aur pair ki swelling dono mein kaafi sudhaar aaya",1.0,1.0,1.0,False,pubmedqa:23787719,True,219,"Clinical evidence ke hisaab se aapke jaise rapid 160 bpm irregular pulse, low blood pressure, JVP badhna, lung bases par crackles aur p‑waves ka absent hona—ye sab blunt chest trauma ke baad **cardiac contusion** (dil ka bruising) ki taraf ishara karte hain. Cardiac contusion se heart ki pumping ability gir sakti hai, jis se pitting edema, fo",1.0,1.0,1.0,False,mmedbench:MMEDBENCH_004643,False,308,,,,,False,shuffled:PMC3279506,False,400
P01113,edema,The leg has two red band like marks.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapke case se milti‑julti hai, wo COVID‑19 ke baad ek bachche mein acute interstitial nephritis (AIN) dikhati hai, jismein creatinine bahut high tha, glucosuria aur thodi proteinuria thi. Biopsy ne SARS‑CoV‑2 ke particles dikhaye aur steroids (methylprednisolone → prednisolone) se kidney function achanak sudhar gaya (",,,,False,multicare:PMC9047909,False,400,"Jo clinical evidence aapne diya hai, wo sirf atopic dermatitis (AD) mein periostin naam ke protein ke level aur uski disease severity se sambandh par hai. Ismein serum periostin ka high hona, TARC, LDH, eosinophil count ke saath correlation, aur treatment ke baad periostin ka kam hona bataya gaya hai. Yeh data kidney function, blood glucose, IV antibiotics, non‑pitting edema ya factor V Leiden se judi koi jaank",0.0,0.0,0.0,False,pubmedqa:24601864,False,232,,,,,False,mmedbench:MMEDBENCH_036164,False,184,,,,,False,shuffled:PMC6454644,False,400
P01198,edema,The sole has swollen with red and yellow rashes in the little toe finger and noel,openai/gpt-oss-120b,direct,Jo clinical,,,,False,multicare:PMC9795171,False,400,"Is study ke mutabik, jab 12‑lead ECG abnormal hota hai (jaise aapka block aur extra beat), to complications ka risk bahut",,,,False,pubmedqa:9260012,True,165,"Jo clinical evidence aapko diya gaya hai, wo ek 42‑saal ke aadmi ke hypothyroidism ke case ke baare mein hai, jismein TSH 8 µU/mL tha aur sahi treatment levothyroxine (synthetic T4) bataya gaya hai. Yeh evidence aapke vartaman symptoms—jaise ki dizziness, chest pain, abnormal EKG, elevated liver enzymes, aur high LDL—se directly sambandhit nahi hai. Isliye is evidence ke a",0.0,0.0,0.0,False,mmedbench:MMEDBENCH_043809,False,290,,,,,False,shuffled:PMC9358464,False,302
P01136,edema,the calf muscle of the right leg has swollen badly.,openai/gpt-oss-120b,direct,,,,,False,multicare:PMC6069324,False,400,"MDMA (ecstasy) use can cause acute severe hyponatremia – low sodium – through SIADH or excess water drinking, jo muscle cramps, swelling aur cerebral edema tak le ja sakta hai. Is condition ko usually hypertonic saline se treat kiya jata hai, aur kuch cases mein mannitol bhi use hota hai. Agar aapko aise symptoms (muscle cramps, edema, electrolyte imbalance) frequent hain",1.0,1.0,1.0,False,pubmedqa:19500936,True,131,"Is case mein sabse zyada sambhavna hai ki aapko **multiple myeloma** hai – ek plasma‑cell cancer jo bone (lumbar spine) mein pain, anemia (Hb 8.7), kidney dysfunction (creatinine 2.3) aur hypercalcemia (Ca 12.6 mg/dL) sabhi produce karta hai. Hypercalcemia aur kidney ki impairment hi aapke edema, muscle cramps aur electrolyte imbalance ka kaaran ho sakti hain, na ki heart ya liver disease. Isliye aapko serum protein electrophoresis, urine light‑chain test aur bone‑marrow biopsy",0.3333333333333333,1.0,0.5,False,mmedbench:MMEDBENCH_043962,False,202,"Clinical evidence ke mutabiq aapka high blood pressure, edema, aur muscle cramps sab “sepsis‑malnutrition‑fluid‑electrolyte disturbance” ke triad ka hissa ho sakte hain, jo spontaneous enterocutaneous fistula ke saath aata hai. Is condition mein fluid overload aur electrolyte loss (especially sodium, potassium) common hote hain, isliye cramps aur swollen legs aate hain; aapka hypertension (170/80 mmHg) bhi is fluid imbalance ka sign ho sakta hai. Isliye sab",0.5,1.0,0.6666666666666666,False,shuffled:PMC4450041,False,214
P01168,edema,Bothe the legs are swollen with one leg with redness in one leg.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai, wo ek 67‑saal ke aadmi ke thyroid eye disease, herpes‑uveitis, hepatitis B aur teprotumumab se hone wale severe hyperglycemia ke case par focused hai; ismein hepatic carcinoma, portal vein thrombosis ya sorafenib ka koi zikr nahi hai. Isliye is evidence ke basis par aapke father ki liver cancer ya leg swelling ke liye koi specific procedure ya life‑extension strategy suggest nahi ki ja sakti. Agar aapko liver‑related treatment options chahi",0.3333333333333333,0.5,0.4,False,multicare:PMC10843176,False,400,"Jo clinical evidence aapne diya hai, wo serpiginous choroidopathy (ek aankhon ki disease) ke treatment aur outcomes ke baare mein hai, jisme cyclosporin ka istemal kiya gaya tha. Ismein liver cancer, portal vein thrombosis, ya sorafenib ka koi zikr nahi hai, isliye is evidence se aapke pitaji ki current condition ya life‑expectancy ko improve karne ke liye koi specific recommendation nahi nikal sakte. Aapko liver‑related specialist ya oncology team se consult karna hi behtar rahega, kyunki yahan diya gaya data unke case par apply nahi hota.",0.0,0.0,0.0,False,pubmedqa:10966948,False,120,"जो क्लिनिकल इविडेंस आपसे शेयर किया गया है, वह 16‑साल के लड़के में इन्फेक्टियस मोनोन्यूक्लियोसिस (EBV) के बारे में है और इसका मैनेजमेंट सिर्फ सप",,,,False,mmedbench:MMEDBENCH_038054,False,320,,,,,False,shuffled:PMC4147652,False,400
P02750,edema,The left leg is swollen with deformation in the toes.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai, wo ek 37‑saal ki mahila ke uterine artery embolization ke baad buttock mein necrotic lesion, severe infection aur ICU care ke baare mein hai – ismein pregnancy, heart failure ya ungliyon ki problem ka koi zikr nahi hai. Is case mein sabse important cheez thi early broad‑spectrum antibiotics, surgical debridement aur intensive monitoring, jo ki aapki beti ke situation se alag lagti hai. Isliye is evidence ke hisaab",0.0,0.0,0.0,False,multicare:PMC9730042,False,400,"Takotsubo cardiomyopathy (stress‑induced heart failure) ek aisi condition hai jisme heart ka left ventricle temporarily weak ho jata hai, lekin 4‑5 mahine ke andar poori tarah se theek ho jata hai. PET scans ne dikhaya ki acute stage mein basal (upper) part of heart ka blood flow zyada hota hai, jabki mid‑aur‑apical parts normal ya thode kam dikhte hain – yahi typical pattern hai. Iska matlab hai ki aapki beti ka heart failure shayad is reversible “Takotsubo” pattern ki wajah se ho sakta hai, jo pregnancy‑related stress ya hormonal",,,,False,pubmedqa:25851324,True,218,"Jo clinical evidence aapko diya gaya hai, wo ek 22‑saal ke ADHD patient ke stimulant overdose (amphetamines ya methylphenidate) ke baare mein hai, jismein sabse common ocular sign **mydriasis (dilated pupils)** hota hai. Yeh evidence aapki pregnant beti ke heart‑failure, high BNP ya finger‑related symptoms se directly related nahi hai. Isliye is case ke liye aapko obstetrician aur cardiologist se turant consult karna chahiye, kyunki yahan ki information sirf stimulant toxicity ke li",,,,False,mmedbench:MMEDBENCH_039770,True,261,"Jo clinical evidence aapne diya hai, usmein patient ko hepatocellular carcinoma (liver cancer) ke saath de‑compensated cirrhosis tha, hepatitis B positive, aur uske haath‑pairon mein edema (bipedal edema) dikh raha tha – yeh liver failure ki wajah se hota hai, heart failure se nahi. Finger ke aas‑paas ki severe swelling ko liver‑related fluid retention ya low protein (albumin) ke karan socha ja sak",0.5,1.0,0.6666666666666666,False,shuffled:PMC7572658,False,314
P01469,eye_inflammation,"Many pink and red lines on the white part of eyes on one side of pupil.
Condition- Allergy, conjunctivitis, Episceritis, Dry eye, Eye strain",openai/gpt-oss-120b,direct,"Jo clinical evidence aapko diya gaya hai, wo sirf gefitinib ke istemal se aane wali aankhon ki serious problems (jaise corneal ulcer, graft melt, cataract) ke baare mein hai, aur isme eyebrow ya forehead ki koi sujan ka zikr nahi hai. Isliye is evidence se aapke eyebrow ke upar ke hard ganth ka cause ya uski seriousness ka koi pata nahi chal sakta. Aapko turant ek dermatologist ya general physician se milna chahiye, kyunki yeh kisi infection, cyst ya drug reaction ka sign ho sakta hai. Agar sujan badhti hai, dard hota hai ya skin colour change hota hai, to der na karein aur professional evaluation lein.",0.0,0.0,0.0,False,multicare:PMC3535738,False,400,,,,,False,pubmedqa:10896345,False,202,"Jo clinical evidence aapko diya gaya hai, wo sirf eye trauma—jaise ki corneal abrasion ya foreign body—ke liye fluorescein stain karne ki baat karta hai. Yeh evidence aapke eyebrow ke upar ke hard swelling ya forehead ki sujan ke baare mein koi jaankari nahi deta. Isliye is sujan ke liye eye‑related test (fluorescein stain) appropriate nahi hai; aapko dermatologist ya general physician se dekhna chahiye. Agar sujan badhti hai, dard hota hai ya infection ke lakshan dikhte hain, to turant medical advice lein.",0.0,0.0,0.0,True,mmedbench:MMEDBENCH_036855,False,279,"Jo clinical evidence aapke case ke liye diya gaya hai, wo mainly vitamin‑A deficiency aur severe malnutrition ke karan aane wali aankhon ki bahut hi serious keratomalacia (corneal melt) ko describe karta hai, na ki forehead ya eyebrow ke upar ki sujan ko. Is evidence ke hisaab se aapke forehead ki hard swelling ka koi sambandh nahi dikhaya gaya; yeh alag koi infection, cyst ya trauma ho sakta hai. Isliye is sujan ko ignore na karein – ek doctor se turant check‑up karwayen, kyunki agar infection ya abscess ho to timely treatment zaroori hai. Agar aapko vitamin‑A deficiency ya nutritional problem ka doubt ho, to uske liye bhi doctor se baat karna faydemand rahega.",0.0,0.0,0.0,False,shuffled:PMC9078353,False,311
P02776,eye_inflammation,Right side of the eye's blood vessels swollen and red. A circular red spot of blood clot also present.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapko diya gaya hai, usmein bataya gaya hai ki patient ko bar‑bar ke tongue swelling (angioedema) antihistamine (fexofenadine) se poori tarah control ho gaya, aur steroid ya H. pylori treatment",0.5,0.5,0.5,False,multicare:PMC3929145,False,363,"Jo clinical evidence aapko diya gaya hai, wo sirf hangeshashinto naam ke Japanese herbal mouthwash ke anti‑inflammatory aur pain‑relieving effect ko oral ulcers (munh ke ghaav) mein dikhata hai, na ki aankhon ki redness ya irritation par. Ismein bataya gaya hai ki yeh topical application se ulcerated mucosa mein pain kam karta hai, lekin aankhon ke tissues ya dry eye syndrome ke liye koi data nahi hai. Isliye aapki aankhon ki subah‑subah laalima aur computer use se hone wali discomfort ke liye is study ka koi direct upyog nahi hai. Aankhon ki bar‑bar laalima ke liye ek ophthalmologist se milna aur unke sujhav (dry‑eye drops, screen‑breaks, ya alag anti‑inflammatory therapy) lena behtar rahega.",0.3333333333333333,0.5,0.4,False,pubmedqa:26878477,False,189,,,,,False,mmedbench:MMEDBENCH_039770,False,261,Clinical evidence mein aapke jaise VKH ya non‑granulomatous uveitis ke patients ko high‑dose steroids se inflammation jaldi,0.0,0.0,0.0,False,shuffled:PMC3123000,False,376
P00843,eye_inflammation,Entire lower section of eye is red swelled lines.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai, wo ek hereditary methemoglobinemia (cyanosis, high MetHb, normal heart) ke case ko describe karta hai, na ki C‑section ke baad infection ya aankh ki problem se. Ismein dikhaya gaya hai ki cyanosis family‑wise hoti hai, SpO2 low hoti hai aur blood ka rang dark brown rehta hai, lekin yeh aapke dost ke post‑operative dard ya pus/peeli aankh se sambandhit nahi hai. Isliye aapke dost ko turant apne obstetrician ya general doctor se milna chahiye, taki wound infection ya kisi aur complication ka proper assessment ho sake. Agar aankh mein peela pan",0.0,0.0,0.0,False,multicare:PMC5225734,False,400,"Jo clinical evidence aapko diya gaya hai, wo cystic fibrosis (CF) aur uske rare “doll‑like face” presentation ke baare mein hai, jisme low hemoglobin, protein aur albumin levels dikhte hain. Ismein postpartum c‑section wound infection ya aankh ka peela hona (jaundice) ka koi data ya guidance nahi hai. Isliye is evidence se aapke dost ke wound ya aapke aankh ke symptoms ka koi direct conclusion nahi nikala ja sakta. Aapko turant apne doctor ya obstetrician se milna hi sabse sahi raasta hai.",0.0,0.0,0.0,False,pubmedqa:18500735,False,209,"Jo clinical evidence aapko diya gaya hai, wo ek 4‑saal ke bacche mein chickenpox (varicella) ke lakshan batata hai – bukhar, sir dard, muscle pain, aur macules‑papules‑vesicles ka stage‑by‑stage rash. Yeh evidence c‑section ke baad ke wound infection, glue se bandhe incision, ya aapke dost ki aankh ke peelepan (jaundice) se sambandhit nahi hai. Isliye is case mein hum is evidence ke aadhar par aapke dost ki post‑operative problem ya aankh ki condition ka koi nishkarsh nahi nikal sakte. Aapke dost ko turant ap",0.0,0.0,0.0,False,mmedbench:MMEDBENCH_003581,False,315,"Clinical evidence jo aapke dwara di gayi hai, usmein C‑section ke baad ke wound infection ya eye discharge ke baare mein koi specific information nahi hai. Isliye is evidence ke hisaab se hum yeh",0.0,0.0,0.0,False,shuffled:PMC10214961,True,400
P01189,eye_redness,The eye has swollen and there is a red mark in the cornea,openai/gpt-oss-120b,direct,"Mujhe maaf kijiye, lekin jo clinical evidence aapko diya gaya hai woh juxta‑articular myxoma (JAM) ke baare mein hai – ek rare soft‑tissue tumor jo haath ya joint ke paas hota hai, aur iska koi sambandh aapki conjunctivitis ya peeli aankhon (jaundice) se nahi hai. Is evidence mein JAM ke cause, uska histology, ganglion cyst se kaise alag hota hai, aur uska treatment‑prognosis bataya gaya hai, lekin aankhon ki infection ya liver function ke beech koi link discuss nahi kiya gaya. Isliye aapke eye‑related symptoms ke liye aapko ophthalmologist ya hepatologist se alag se consult karna zar",0.0,0.0,0.0,True,multicare:PMC5082349,False,84,"Is clinical evidence mein sirf aorto‑left renal vein fistula aur uske endovascular repair ka zikr hai, koi aankhon ya liver function ka data nahi diya gaya hai. Isliye aapke chronic conjunctivitis ya peeli aankhon ka liver se direct connection is study se confirm ya deny nahi ho sakta. Aankhon ke yellow discoloration (jaundice) usually liver disease ki taraf indicate karta hai, lekin is case‑report mein aise koi sambandh discuss nahi hua. Agar aapko liver ya eye symptoms ke liye specific diagnosis aur treatment chahiye, to aapko ophthalmology ya hepatology",0.0,0.0,0.0,False,pubmedqa:10893143,False,95,"Jo clinical evidence aapko diya gaya hai, wo ek acute eye trauma (metal ka foreign body ya corneal abrasion) ke case par hai, jisme sabse pehle **fluorescein stain** karna chahiye taaki cornea ki chot ya foreign body dikh sake. Yeh test aapke current chronic conjunctivitis ya peeli aankhon (jaundice) ke liye nahi, balki sudden severe pain aur blurry vision ke liye sabse pehla step hai. Isliye liver function ya jaundice ka connection is evidence se directly assess nahi",0.0,0.0,0.0,False,mmedbench:MMEDBENCH_036855,True,279,"Jo clinical evidence aapko diya gaya hai, wo sirf ganglion cysts ke presentation aur management se related hai, khaaskar peroneus longus ke area mein proximal tibiofibular joint ke paas. Ismein conjunctivitis, peeli aankhen ya liver function ke beech koi link discuss nahi kiya gaya hai. Isliye aapke aankhon ki problem aur liver ke beech sambandh ke liye yeh evidence madadgar nahi hai. Aapko eye specialist (ophthalmologist) aur liver function test ke liye internist se consult karna chahiye, taki sahi diagnosis aur treatment mil sake.",0.0,0.0,0.0,False,shuffled:PMC4396405,False,88
P00352,eye_redness,The canthus part is swollen with reddish swelling in the cornea.,openai/gpt-oss-120b,direct,"Jo aapne bataya, usmein plant",,,,False,multicare:PMC11250593,False,400,"Clinical evidence ke mutabik, alag‑alag eye inflammation ka spectral pattern alag hota hai – jaise scleritis mein lambe wavelength ka “dark red” (650‑740 nm) zyada hota hai, jabki simple irritation ya mild conjunctivitis mein aisa khas pattern nahi milta. Aapke bacche ke red eyes mein itching ya pain nahi hai aur wo sirf pool ke irritants se ho sakte hain, isliye wo scleritis jaisa severe condition lagta nahi. Isliye abhi ke liye chinta ki zaroorat kam hai, lekin agar dard, photophobia ya badhti redness ho to doctor ko dikhana chahiye",0.0,0.0,0.0,False,pubmedqa:24795332,True,130,"Jo clinical evidence aapko diya gaya hai, wo porphyria cutanea tarda (PCT) ke bare mein hai – ek aisi skin condition jo sunlight se badh jaati hai aur jiska treatment hydroxychloroquine se hota hai. Yeh evidence aapke bacche ke pool‑ke‑baad aankhon ke redness se directly sambandhit nahi hai. Isliye, is case mein hydroxychloroquine ya koi aur PCT‑specific dawa ka",,,,False,mmedbench:MMEDBENCH_039607,False,229,"Clinical evidence mein dekha gaya hai ki laser se aankhon mein redness, mild pain aur photophobia ho sakta hai, aur agar exposure dobara hota hai to symptoms phir se aate hain — jaise aapke bacche mein pool ke baad red eyes aaye aur phir se aane par fir se laal ho gaye. Yeh usually conjunctival irritation ya mild anterior chamber reaction ho sakti hai, jo vision ko affect nahi karti (20/20 vision bana rehta hai),",0.0,0.0,0.0,False,shuffled:PMC3245195,True,306
P02596,eye_redness,The eye has turned whitish red and it is also swollen.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai, wo ek 55‑saal ki Indonesian mahila ke hyperkeratotic papules, diabetes aur hypothyroidism ke saath skin changes ka description hai – yeh aapke bhai ke aankh‑nāk ke neeche ke lal, pill‑shape lesion se bilkul alag hai",0.0,0.0,0.0,False,multicare:PMC9789704,False,400,"Clinical study ke mutabik, 10 % glycolic acid lotion ko 0.1 % betamethasone ke saath milane se psoriasis ke lesions ka healing time lagbhag aadha ho jata hai, aur dono alag‑alag istemal karne se behtar result milta hai. AHA (glycolic acid) skin ko exfoliate karke inflammation ko kam karta hai, jabki betamethasone steroid ki anti‑inflammatory effect deta hai. Isliye a",0.0,0.0,0.0,False,pubmedqa:10877245,False,233,"Aapke bhai ke jo red, pill‑jaise aur peeling wale lesions hain, woh dermatophyte (tinea) infection ki tarah lagte hain – jaise ki clinical evidence mein ring‑worm ke case mein dekha gaya. KOH test se hyphae milne par oral antifungal itraconazole sabse behtar treatment hota hai, kyunki topical antibiotics ya shampoos fungal ko nahi maarte. Isliye, agar unke lesions ka KOH test positive aata hai, to itraconazole se shuru karna sabse sahi step hoga. Agar aapko confirm test karwana ho ya side‑effects ki chinta ho, to",0.25,0.5,0.3333333333333333,False,mmedbench:MMEDBENCH_003866,False,299,"Clinical evidence se pata chalta hai ki aise red, pill‑jaisa lesions jo peel hoti hain aur jalne ka sensation deti hain, aksar drug‑induced fixed drug eruption (FDE) ya severe contact dermatitis ki",0.25,0.5,0.3333333333333333,False,shuffled:PMC6197606,False,339
