sample_id,query_hinglish,report_id,report_text,target_text,dataset_profile
MMEDBENCH_044075,"A 17-year-old boy is brought to the pediatrician by his mother for an initial visit. He recently immigrated from Cambodia. Through an interpreter, the patient reports 6 months of mild exertional dyspnea. He denies chest pain or palpitations. His medical history is unremarkable and he has never had any surgeries. His family history is significant for hypertension and diabetes. His father died of tuberculosis. The patient’s vaccination history is unknown. His temperature is 98°F (36.7°C), blood pressure is 113/71 mmHg, and pulse is 82/min. His BMI is 24 kg/m^2. Physical examination shows a well-nourished, cooperative boy without any grossly dysmorphic features. Cardiac auscultation reveals a grade II systolic ejection murmur along the left upper sternal border and a mid-diastolic rumble along the left sternal border. S1 is normal and the splitting of S2 does not change with inspiration. Which of the following is the most likely diagnosis?",MMEDBENCH_REPORT_MMEDBENCH_044075,"Correct answer: Atrial septal defect. Rationale: The most likely diagnosis is A. Atrial septal defect (ASD). The symptoms of mild exertional dyspnea without any accompanying chest pain or palpitations align with the presentation of an ASD. The cardiac auscultation findings of a systolic ejection murmur along the left upper sternal border and a mid-diastolic rumble are indicative of increased flow across the tricuspid valve, which is characteristic of an ASD. Furthermore, the fixed splitting of S2 that does not change with inspiration is a classic finding in ASD, due to the constant left-to-right shunt across the septal defect, irrespective of the respiratory cycle. The other options (bicuspid aortic valve, hypertrophic cardiomyopathy, and ventricular septal defect) have distinct clinical or auscultatory features that are not described in this scenario.","Correct answer: Atrial septal defect. Rationale: The most likely diagnosis is A. Atrial septal defect (ASD). The symptoms of mild exertional dyspnea without any accompanying chest pain or palpitations align with the presentation of an ASD. The cardiac auscultation findings of a systolic ejection murmur along the left upper sternal border and a mid-diastolic rumble are indicative of increased flow across the tricuspid valve, which is characteristic of an ASD. Furthermore, the fixed splitting of S2 that does not change with inspiration is a classic finding in ASD, due to the constant left-to-right shunt across the septal defect, irrespective of the respiratory cycle. The other options (bicuspid aortic valve, hypertrophic cardiomyopathy, and ventricular septal defect) have distinct clinical or auscultatory features that are not described in this scenario.",mmed_bench
MMEDBENCH_038635,"A 25-year-old medical student is doing an international health elective in the Amazon River basin studying tropical disease epidemiology. As part of his pre-trip preparation, he wants to be protected from malaria and is researching options for prophylaxis. Which of the following agents should be avoided for malarial prophylaxis in this patient?",MMEDBENCH_REPORT_MMEDBENCH_038635,"Correct answer: Chloroquine. Rationale: Answer A, Chloroquine, should be avoided for malarial prophylaxis in this case because resistance to chloroquine is common in P. falciparum malaria, particularly in the Amazon River basin. This resistance compromises the effectiveness of chloroquine as a prophylactic agent in the region, placing the individual at increased risk of contracting malaria despite prophylaxis. Additionally, choosing an effective agent is crucial for someone studying in this high-risk area to prevent illness and allow continuity of studies. The other options—mefloquine, atovaquone-proguanil, and quinine—are considered effective in areas with chloroquine-resistant P. falciparum.","Correct answer: Chloroquine. Rationale: Answer A, Chloroquine, should be avoided for malarial prophylaxis in this case because resistance to chloroquine is common in P. falciparum malaria, particularly in the Amazon River basin. This resistance compromises the effectiveness of chloroquine as a prophylactic agent in the region, placing the individual at increased risk of contracting malaria despite prophylaxis. Additionally, choosing an effective agent is crucial for someone studying in this high-risk area to prevent illness and allow continuity of studies. The other options—mefloquine, atovaquone-proguanil, and quinine—are considered effective in areas with chloroquine-resistant P. falciparum.",mmed_bench
MMEDBENCH_042578,"A 53-year-old woman presents to the physician with palpitations and increasing swelling of the legs over the past 3 months. During this time, she has also had generalized pruritus. She has dyspnea on exertion. She has no history of asthma. She occasionally takes ibuprofen for chronic headaches she has had for several years. She does not smoke or drink alcohol. The pulse is 92/min and irregular, blood pressure is 115/65 mm Hg, temperature is 36.7°C (98.1°F), and respiratory rate are 16/min. On physical examination, the skin shows papules and linear scratch marks on the limbs and trunk. She has 2+ pitting edema. Auscultation of the heart shows irregular heartbeats. Examination of the lungs shows no abnormalities. The spleen is palpated 5 cm (1.9 in) below the costal margin. No lymphadenopathy is palpated. The results of the laboratory studies show:
Hemoglobin 14 g/dL
Leukocyte count 17,500/mm3
Percent segmented neutrophils 25.5%
Lymphocytes 16.5%
Eosinophils 52%
Basophils 2%
Platelet count 285,000/mm3
Echocardiography is consistent with restrictive-pattern cardiomyopathy and shows thickening of the mitral valve and a thrombus in the left ventricular apex. Abdominal ultrasound confirms splenomegaly and shows ascites. Which of the following best explains these findings?",MMEDBENCH_REPORT_MMEDBENCH_042578,"Correct answer: Hypereosinophilic syndrome. Rationale: The patient presents with multisystem involvement including palpitations, swelling, pruritus, dyspnea, and splenomegaly. The prominent features in the lab work are extremely high eosinophil counts and evidence of organ involvement. Hypereosinophilic syndrome (HES) is characterized by persistently elevated eosinophil counts (greater than 1500/mm3) for more than six months with organ dysfunction and no other apparent cause. The patient displays signs consistent with HES: eosinophilia, endomyocardial fibrosis with restrictive cardiomyopathy, thrombus formation (potential source of palpitations), and cutaneous manifestations such as pruritus and papules with linear scratch marks. While other options such as DRESS can cause eosinophilia and organ involvement, the absence of a new medication or drug reaction makes HES more likely. Eosinophilic granulomatosis with polyangiitis typically involves asthma, which is not present here. Strongyloidiasis could cause eosinophilia but lacks other systemic features of this case. Therefore, Hypereosinophilic syndrome best explains the findings.","Correct answer: Hypereosinophilic syndrome. Rationale: The patient presents with multisystem involvement including palpitations, swelling, pruritus, dyspnea, and splenomegaly. The prominent features in the lab work are extremely high eosinophil counts and evidence of organ involvement. Hypereosinophilic syndrome (HES) is characterized by persistently elevated eosinophil counts (greater than 1500/mm3) for more than six months with organ dysfunction and no other apparent cause. The patient displays signs consistent with HES: eosinophilia, endomyocardial fibrosis with restrictive cardiomyopathy, thrombus formation (potential source of palpitations), and cutaneous manifestations such as pruritus and papules with linear scratch marks. While other options such as DRESS can cause eosinophilia and organ involvement, the absence of a new medication or drug reaction makes HES more likely. Eosinophilic granulomatosis with polyangiitis typically involves asthma, which is not present here. Strongyloidiasis could cause eosinophilia but lacks other systemic features of this case. Therefore, Hypereosinophilic syndrome best explains the findings.",mmed_bench
MMEDBENCH_038998,"A 43-year-old man with a history of untreated HIV presents with fever, shortness of breath, and a nonproductive cough for the past week. Past medical history is significant for HIV diagnosed 10 years ago and never treated. His most recent CD4+ T cell count was 105/µL. Physical examination reveals bilateral crepitus over all lobes. No lymphadenopathy is present. A chest radiograph reveals bilateral infiltrates. Which of the following is the best treatment for this patient?",MMEDBENCH_REPORT_MMEDBENCH_038998,"Correct answer: Trimethoprim-sulfamethoxazole. Rationale: The best treatment for this patient is option B, Trimethoprim-sulfamethoxazole. The patient's clinical presentation suggests Pneumocystis jirovecii pneumonia (PCP), which is common in patients with a CD4+ T cell count below 200/µL and is characterized by fever, shortness of breath, nonproductive cough, and bilateral infiltrates on chest radiograph. While HAART is crucial for long-term management of HIV, the immediate threat of PCP must be addressed first. Trimethoprim-sulfamethoxazole is the first-line treatment for PCP, while the other options are not standard treatments for this condition. Ganciclovir is used for cytomegalovirus, and azithromycin for atypical bacterial pneumonia, neither of which are indicated by the provided clinical picture.","Correct answer: Trimethoprim-sulfamethoxazole. Rationale: The best treatment for this patient is option B, Trimethoprim-sulfamethoxazole. The patient's clinical presentation suggests Pneumocystis jirovecii pneumonia (PCP), which is common in patients with a CD4+ T cell count below 200/µL and is characterized by fever, shortness of breath, nonproductive cough, and bilateral infiltrates on chest radiograph. While HAART is crucial for long-term management of HIV, the immediate threat of PCP must be addressed first. Trimethoprim-sulfamethoxazole is the first-line treatment for PCP, while the other options are not standard treatments for this condition. Ganciclovir is used for cytomegalovirus, and azithromycin for atypical bacterial pneumonia, neither of which are indicated by the provided clinical picture.",mmed_bench
MMEDBENCH_003627,"An unconscious 55-year-old man is brought to the Emergency Department by ambulance. He had recently lost his job and his house was about to begin foreclosure. His adult children were concerned for his well being and called the police requesting a welfare check. He was found unresponsive in his gurague. There were several empty bottles of vodka around him and one half empty container of antifreeze. A review of his medical records reveals that he was previously in good health. Upon arrival to the ED he regains consciousness.  His blood pressure is 135/85 mmHg, heart rate 120/min, respiratory rate 22/min, and temperature 36.5°C (97.7°F). On physical exam his speech is slurred and he has difficulty following commands. His abdomen is diffusely tender to palpation with no rebound tenderness. Initial laboratory tests show an elevated serum creatinine (Cr) of 1.9 mg/dL, and blood urea nitrogen (BUN) of 29 mg/dL. Which of the following findings would be expected in this patient’s urine?",MMEDBENCH_REPORT_MMEDBENCH_003627,"Correct answer: Calcium oxalate crystals. Rationale: The presence of empty vodka bottles and antifreeze suggests the patient ingested ethylene glycol, found in antifreeze, which is metabolized into oxalic acid. Calcium oxalate crystals in the urine are characteristic of ethylene glycol poisoning. Oxalic acid combines with calcium to form calcium oxalate, which precipitates as crystals in the urine. This can lead to acute kidney injury, as suggested by the elevated serum creatinine and BUN. Slurred speech and altered mental status are also consistent with the neurotoxic effects of ethylene glycol. Hence, of the given options, calcium oxalate crystals (A) would be expected in this patient's urine.","Correct answer: Calcium oxalate crystals. Rationale: The presence of empty vodka bottles and antifreeze suggests the patient ingested ethylene glycol, found in antifreeze, which is metabolized into oxalic acid. Calcium oxalate crystals in the urine are characteristic of ethylene glycol poisoning. Oxalic acid combines with calcium to form calcium oxalate, which precipitates as crystals in the urine. This can lead to acute kidney injury, as suggested by the elevated serum creatinine and BUN. Slurred speech and altered mental status are also consistent with the neurotoxic effects of ethylene glycol. Hence, of the given options, calcium oxalate crystals (A) would be expected in this patient's urine.",mmed_bench
MMEDBENCH_044583,"A 52-year-old man with a history of type I diabetes mellitus presents to the emergency room with increasing fatigue. Two days ago, he ran out of insulin and has not had time to obtain a new prescription. He denies fevers or chills. His temperature is 37.2 degrees Celsius, blood pressure 84/56 mmHg, heart rate 100/min, respiratory rate 20/min, and SpO2 97% on room air. His physical exam is otherwise within normal limits. An arterial blood gas analysis shows the following:

pH 7.25, PCO2 29, PO2 95, HCO3- 15.

Which of the following acid-base disorders is present?",MMEDBENCH_REPORT_MMEDBENCH_044583,"Correct answer: Metabolic acidosis with appropriate respiratory compensation. Rationale: The patient is presenting with a low blood pH of 7.25, indicating acidosis. A normal bicarbonate (HCO3-) level is typically around 24 mEq/L, and his is low at 15 mEq/L, which suggests the primary disorder is metabolic acidosis. The patient's PCO2 is also low at 29 mmHg, which indicates that the respiratory system is compensating for the metabolic acidosis by hyperventilating to blow off CO2 (a respiratory acid) to try to increase the pH towards normal. Since there is no evidence of primary respiratory pathology and the PO2 is within normal limits, a primary respiratory disorder is unlikely. Therefore, the best option here is A: Metabolic acidosis with appropriate respiratory compensation, fitting with the clinical scenario of a type I diabetic patient in likely diabetic ketoacidosis from insulin deficiency.","Correct answer: Metabolic acidosis with appropriate respiratory compensation. Rationale: The patient is presenting with a low blood pH of 7.25, indicating acidosis. A normal bicarbonate (HCO3-) level is typically around 24 mEq/L, and his is low at 15 mEq/L, which suggests the primary disorder is metabolic acidosis. The patient's PCO2 is also low at 29 mmHg, which indicates that the respiratory system is compensating for the metabolic acidosis by hyperventilating to blow off CO2 (a respiratory acid) to try to increase the pH towards normal. Since there is no evidence of primary respiratory pathology and the PO2 is within normal limits, a primary respiratory disorder is unlikely. Therefore, the best option here is A: Metabolic acidosis with appropriate respiratory compensation, fitting with the clinical scenario of a type I diabetic patient in likely diabetic ketoacidosis from insulin deficiency.",mmed_bench
MMEDBENCH_037827,"Two viruses, X and Y, infect the same cell and begin to reproduce within the cell. As a result of the co-infection, some viruses are produced where the genome of Y is surrounded by the nucleocapsid of X and vice versa with the genome of X and nucleocapsid of Y. When the virus containing genome X surrounded by the nucleocapsid of Y infects another cell, what is the most likely outcome?",MMEDBENCH_REPORT_MMEDBENCH_037827,"Correct answer: Virions containing genome X and nucleocapsid X will be produced. Rationale: The most likely outcome is B: virions containing genome X and nucleocapsid X will be produced. This is because once the virus with genome X infects a new cell, it utilizes that cell's machinery to replicate its genome and produce its own proteins based on genetic information embedded in its genome. Genome X carries the instructions for making nucleocapsid X, regardless of the surrounding nucleocapsid from virus Y that it had during the previous infection. Thus, the new virions produced in the newly infected cell will have both the genome and the nucleocapsid of X, restoring the original configuration of the virus before the co-infection.","Correct answer: Virions containing genome X and nucleocapsid X will be produced. Rationale: The most likely outcome is B: virions containing genome X and nucleocapsid X will be produced. This is because once the virus with genome X infects a new cell, it utilizes that cell's machinery to replicate its genome and produce its own proteins based on genetic information embedded in its genome. Genome X carries the instructions for making nucleocapsid X, regardless of the surrounding nucleocapsid from virus Y that it had during the previous infection. Thus, the new virions produced in the newly infected cell will have both the genome and the nucleocapsid of X, restoring the original configuration of the virus before the co-infection.",mmed_bench
MMEDBENCH_035996,"A 3-week-old boy is brought to the emergency department by his parents because of a 3-day history of progressive lethargy and difficulty feeding. He was born at term and did not have difficulty feeding previously. His temperature is 39.4°C (103°F), pulse is 220/min, respirations are 45/min, and blood pressure is 50/30 mm Hg. Pulse oximetry on 100% oxygen shows an oxygen saturation of 97%. Examination shows dry mucous membranes, delayed capillary refill time, and cool skin with poor turgor. Despite multiple attempts by the nursing staff, they are unable to establish peripheral intravenous access. Which of the following is the most appropriate next step in management?",MMEDBENCH_REPORT_MMEDBENCH_035996,"Correct answer: Intraosseous cannulation. Rationale: The most appropriate next step in the management of this 3-week-old boy is intraosseous (IO) cannulation (Option C). The child presents with signs of shock, including tachycardia, hypotension, delayed capillary refill, and altered mental status (lethargy). Immediate vascular access is crucial for administering fluids and medications. When peripheral intravenous access is not possible, as in this case, IO cannulation is recommended, especially in emergency situations in pediatric patients. IO access provides a quick and reliable route directly into the bone marrow space, allowing for the immediate administration of fluids and drugs. Options A, B, and D are less appropriate. Intramuscular epinephrine is not indicated for shock without anaphylaxis. Internal jugular vein cannulation is more invasive and time-consuming compared to IO and not the first step during resuscitation. Lastly, ultrasound-guided cannulation may be attempted, but it can be time-consuming and is not warranted over IO in a life-threatening emergency.","Correct answer: Intraosseous cannulation. Rationale: The most appropriate next step in the management of this 3-week-old boy is intraosseous (IO) cannulation (Option C). The child presents with signs of shock, including tachycardia, hypotension, delayed capillary refill, and altered mental status (lethargy). Immediate vascular access is crucial for administering fluids and medications. When peripheral intravenous access is not possible, as in this case, IO cannulation is recommended, especially in emergency situations in pediatric patients. IO access provides a quick and reliable route directly into the bone marrow space, allowing for the immediate administration of fluids and drugs. Options A, B, and D are less appropriate. Intramuscular epinephrine is not indicated for shock without anaphylaxis. Internal jugular vein cannulation is more invasive and time-consuming compared to IO and not the first step during resuscitation. Lastly, ultrasound-guided cannulation may be attempted, but it can be time-consuming and is not warranted over IO in a life-threatening emergency.",mmed_bench
MMEDBENCH_045896,"A 52-year-old man presents with a 1-month history of a depressed mood. He says that he has been “feeling low” on most days of the week. He also says he has been having difficulty sleeping, feelings of being worthless, difficulty performing at work, and decreased interest in reading books (his hobby). He has no significant past medical history. The patient denies any history of smoking, alcohol use, or recreational drug use. A review of systems is significant for a 7% unintentional weight gain over the past month. The patient is afebrile and his vital signs are within normal limits. A physical examination is unremarkable. The patient is prescribed sertraline 50 mg daily. On follow-up 4 weeks later, the patient says he is slightly improved but is still not feeling 100%. Which of the following is the best next step in the management of this patient?",MMEDBENCH_REPORT_MMEDBENCH_045896,"Correct answer: Continue sertraline. Rationale: The patient's clinical presentation is consistent with a diagnosis of major depressive disorder, as evidenced by the depressed mood, feelings of worthlessness, sleep difficulties, and loss of pleasure in hobbies. His symptom duration and functional impairment enrich this diagnosis. Sertraline, an SSRI, is an appropriate first-line treatment, and it's important to note that the full therapeutic effects of SSRIs can take 4-8 weeks to manifest. Since the patient has reported some improvement with sertraline and there are no significant side effects or contraindications reported, the best course is to continue the current medication (Option D). Optimizing the dose of the current SSRI is usually recommended before switching to another antidepressant or adding an adjunctive therapy like aripiprazole (antipsychotic for augmenting antidepressant effect) or buspirone (for anxiety). Hence, without reports of sertraline failure or adverse effects after an adequate trial period, it would be premature to alter the initial treatment plan.","Correct answer: Continue sertraline. Rationale: The patient's clinical presentation is consistent with a diagnosis of major depressive disorder, as evidenced by the depressed mood, feelings of worthlessness, sleep difficulties, and loss of pleasure in hobbies. His symptom duration and functional impairment enrich this diagnosis. Sertraline, an SSRI, is an appropriate first-line treatment, and it's important to note that the full therapeutic effects of SSRIs can take 4-8 weeks to manifest. Since the patient has reported some improvement with sertraline and there are no significant side effects or contraindications reported, the best course is to continue the current medication (Option D). Optimizing the dose of the current SSRI is usually recommended before switching to another antidepressant or adding an adjunctive therapy like aripiprazole (antipsychotic for augmenting antidepressant effect) or buspirone (for anxiety). Hence, without reports of sertraline failure or adverse effects after an adequate trial period, it would be premature to alter the initial treatment plan.",mmed_bench
MMEDBENCH_003441,"A microbiologist is studying the emergence of a virulent strain of the virus. After a detailed study of the virus and its life cycle, he proposes a theory: Initially, a host cell is co-infected with 2 viruses from the same virus family. Within the host cell, concomitant production of various genome segments from both viruses occurs. Ultimately, the different genome segments from the viruses are packaged into a unique and novel virus particle. The newly formed virus particle is both stable and viable and is a new strain from the virus family that caused the outbreak of infection. Which of the following viruses is capable of undergoing the above-mentioned process?",MMEDBENCH_REPORT_MMEDBENCH_003441,"Correct answer: Rotavirus. Rationale: The process described in the question is known as reassortment, where segments of a viral genome from two different strains of a segmented virus exchange genetic material during coinfection of a host cell. Rotavirus (C) is a segmented, double-stranded RNA virus from the Reoviridae family, which is known to undergo reassortment. This process contributes to its genetic diversity and the emergence of new, potentially virulent strains. Epstein-Barr virus (A) is a herpesvirus with a non-segmented genome. Human immunodeficiency virus (B), HIV, has a non-segmented RNA genome. Vaccinia virus (D) is a poxvirus with a non-segmented, linear DNA genome. Hence, these viruses do not undergo the genetic reassortment process described in the scenario.","Correct answer: Rotavirus. Rationale: The process described in the question is known as reassortment, where segments of a viral genome from two different strains of a segmented virus exchange genetic material during coinfection of a host cell. Rotavirus (C) is a segmented, double-stranded RNA virus from the Reoviridae family, which is known to undergo reassortment. This process contributes to its genetic diversity and the emergence of new, potentially virulent strains. Epstein-Barr virus (A) is a herpesvirus with a non-segmented genome. Human immunodeficiency virus (B), HIV, has a non-segmented RNA genome. Vaccinia virus (D) is a poxvirus with a non-segmented, linear DNA genome. Hence, these viruses do not undergo the genetic reassortment process described in the scenario.",mmed_bench
MMEDBENCH_004664,"A 57-year-old man comes to the physician because of a 1-year history of increasing shortness of breath on exertion and a cough productive of a small amount of grayish-white phlegm. The cough had been initially nonproductive. He has not had fever or chest pain. He is originally from China and visits his family there once every year. He has worked as a car salesman for 15 years and worked in a shipyard before that for 22 years. He smoked half a pack of cigarettes daily for 13 years but stopped 25 years ago. His temperature is 37.1°C (98.8°F), pulse is 86/min, respirations are 16/min, and blood pressure is 130/80 mm Hg. Fine expiratory crackles are heard at both lung bases. An x-ray of the chest shows patchy infiltrates and supradiaphragmatic pleural thickening in both lungs. A photomicrograph from a sputum sample is shown. Further evaluation of this patient is most likely to show which of the following findings?",MMEDBENCH_REPORT_MMEDBENCH_004664,"Correct answer: Increased alveolar-arterial gradient. Rationale: The patient's clinical history and symptoms—progressive dyspnea, a cough with grayish-white sputum, absence of fever or chest pain, history of working in a shipyard, and the specific findings on his chest x-ray—all suggest a possible interstitial lung disease, such as asbestosis, given his occupational history. Asbestosis can increase the alveolar-arterial (A-a) gradient due to impaired gas exchange from fibrotic changes. A bloody pleural effusion might suggest malignancy or acute infection. A concave flow-volume loop is often seen in obstructive lung diseases, and increased DLCO is not typical for interstitial disease; it is often normal or decreased. Hence, option A is the most likely finding.","Correct answer: Increased alveolar-arterial gradient. Rationale: The patient's clinical history and symptoms—progressive dyspnea, a cough with grayish-white sputum, absence of fever or chest pain, history of working in a shipyard, and the specific findings on his chest x-ray—all suggest a possible interstitial lung disease, such as asbestosis, given his occupational history. Asbestosis can increase the alveolar-arterial (A-a) gradient due to impaired gas exchange from fibrotic changes. A bloody pleural effusion might suggest malignancy or acute infection. A concave flow-volume loop is often seen in obstructive lung diseases, and increased DLCO is not typical for interstitial disease; it is often normal or decreased. Hence, option A is the most likely finding.",mmed_bench
MMEDBENCH_036680,"A study is conducted to find an association between serum cholesterol and ischemic heart disease. Data is collected, and patients are classified into either the ""high cholesterol"" or ""normal cholesterol"" group and also into groups whether or not the patient experiences stable angina. Which type of data analysis is most appropriate for this study?",MMEDBENCH_REPORT_MMEDBENCH_036680,"Correct answer: Chi-squared. Rationale: The most appropriate type of data analysis for this study is B. Chi-squared. This is because the data involves categorical variables: the grouping of patients based on cholesterol levels (high or normal) and the presence or absence of stable angina. The Chi-squared test is designed to assess the association between two categorical variables, making it ideal for determining if there is a significant relationship between serum cholesterol levels and the prevalence of stable angina in ischemic heart disease patients. Options A, C, and D are not as suitable because they are used for different types of data analysis that do not fit the categorical nature of the data in this study.","Correct answer: Chi-squared. Rationale: The most appropriate type of data analysis for this study is B. Chi-squared. This is because the data involves categorical variables: the grouping of patients based on cholesterol levels (high or normal) and the presence or absence of stable angina. The Chi-squared test is designed to assess the association between two categorical variables, making it ideal for determining if there is a significant relationship between serum cholesterol levels and the prevalence of stable angina in ischemic heart disease patients. Options A, C, and D are not as suitable because they are used for different types of data analysis that do not fit the categorical nature of the data in this study.",mmed_bench
MMEDBENCH_036144,"A 27-year-old woman presents to the emergency department with right lower quadrant abdominal pain and vaginal spotting. She denies diarrhea, constipation, or blood in the stool. The medical history is unremarkable. She does not use tobacco or drink alcohol. She is sexually active with her husband and uses an IUD for contraception. The temperature is 37.2 °C (99.0°F), the blood pressure is 110/70 mm Hg, the pulse is 80/min, and the respiratory rate is 12/min. The physical examination reveals localized tenderness in the right adnexa, but no masses are palpated. The LMP was 8 weeks ago. Which of the following is most likely associated with this patient’s diagnosis?",MMEDBENCH_REPORT_MMEDBENCH_036144,"Correct answer: Positive urinary beta-HCG and no intrauterine mass. Rationale: The most likely diagnosis in this case is an ectopic pregnancy. A 27-year-old woman with abdominal pain, vaginal spotting, and an IUD in place is at a higher risk for ectopic pregnancy. The absence of gastrointestinal symptoms makes a GI cause less likely. Option B suggests a positive urinary beta-HCG, which indicates pregnancy, and the lack of an intrauterine mass on imaging, suggesting that the pregnancy could be located outside the uterus, such as in the fallopian tubes. The gestational age estimated from the last menstrual period (LMP) aligns with the typical presentation timeframe for detectable symptoms of ectopic pregnancy. Options A, C, and D are less consistent with the clinical picture described, making Option B the most likely associated with the patient's diagnosis.","Correct answer: Positive urinary beta-HCG and no intrauterine mass. Rationale: The most likely diagnosis in this case is an ectopic pregnancy. A 27-year-old woman with abdominal pain, vaginal spotting, and an IUD in place is at a higher risk for ectopic pregnancy. The absence of gastrointestinal symptoms makes a GI cause less likely. Option B suggests a positive urinary beta-HCG, which indicates pregnancy, and the lack of an intrauterine mass on imaging, suggesting that the pregnancy could be located outside the uterus, such as in the fallopian tubes. The gestational age estimated from the last menstrual period (LMP) aligns with the typical presentation timeframe for detectable symptoms of ectopic pregnancy. Options A, C, and D are less consistent with the clinical picture described, making Option B the most likely associated with the patient's diagnosis.",mmed_bench
MMEDBENCH_045308,"A 62-year-old healthy man is rushed into the emergency department after experiencing sharp chest pain that radiates down his left arm. Pre-hospital electrocardiography (ECG) shows ST-segment depression and the patient is administered supplemental oxygen, aspirin, and sublingual nitroglycerin. On arrival at the ER, the patient is stable; however, during the initial work-up the pO2 drops and the pulse is no longer detectable (see ECG). The patient is administered a drug which slows the phase 0 upswing and increases the duration of the action potential. Which of the following drugs is most likely to show the desired effects?",MMEDBENCH_REPORT_MMEDBENCH_045308,"Correct answer: Procainamide. Rationale: The desired effects mentioned in the question are the slowing of the phase 0 upswing and increasing the duration of the action potential in the cardiac cells. Procainamide is the drug among the given options that causes these specific effects. It is a Class IA antiarrhythmic that works by blocking the fast sodium (Na+) channels, which in turn slows down the phase 0 depolarization (the upswing) and prolongs the action potential duration. Flecainide (a Class IC antiarrhythmic) primarily slows phase 0, but has a minimal effect on the action potential duration. Mexiletine (Class IB) shortens the action potential duration. Timolol is a beta-blocker and does not directly affect the phase 0 or the action potential duration in the manner described; it is more commonly used for its effects on heart rate and blood pressure. Therefore, Procainamide (C) is the most likely choice to produce the described effects on the cardiac action potential.","Correct answer: Procainamide. Rationale: The desired effects mentioned in the question are the slowing of the phase 0 upswing and increasing the duration of the action potential in the cardiac cells. Procainamide is the drug among the given options that causes these specific effects. It is a Class IA antiarrhythmic that works by blocking the fast sodium (Na+) channels, which in turn slows down the phase 0 depolarization (the upswing) and prolongs the action potential duration. Flecainide (a Class IC antiarrhythmic) primarily slows phase 0, but has a minimal effect on the action potential duration. Mexiletine (Class IB) shortens the action potential duration. Timolol is a beta-blocker and does not directly affect the phase 0 or the action potential duration in the manner described; it is more commonly used for its effects on heart rate and blood pressure. Therefore, Procainamide (C) is the most likely choice to produce the described effects on the cardiac action potential.",mmed_bench
MMEDBENCH_042730,An investigator is studying the effects of different drugs on the contraction of cardiomyocytes. The myocytes are able to achieve maximal contractility with the administration of drug A. The subsequent administration of drug B produces the response depicted in the graph shown. Which of the following drugs is most likely to produce a response similar to that of drug B?,MMEDBENCH_REPORT_MMEDBENCH_042730,"Correct answer: Pindolol. Rationale: The response to drug B suggests it acts as a partial agonist on cardiomyocytes, not eliciting a full maximal contractility response but still having some activity. Albuterol (option A) is a full agonist of beta-adrenergic receptors, so it's unlikely to produce a partial effect. Propranolol (option B) is a non-selective beta-blocker (antagonist), which would reduce or prevent contractility rather than enhance it. Pindolol (option C) is a beta-blocker with intrinsic sympathomimetic activity, meaning it acts as a partial agonist; thus, it could produce a response similar to drug B. Phenoxybenzamine (option D) is an alpha-adrenergic blocker and would not typically produce beta-adrenergic stimulatory effects on cardiomyocytes. Therefore, the correct answer is C - Pindolol.","Correct answer: Pindolol. Rationale: The response to drug B suggests it acts as a partial agonist on cardiomyocytes, not eliciting a full maximal contractility response but still having some activity. Albuterol (option A) is a full agonist of beta-adrenergic receptors, so it's unlikely to produce a partial effect. Propranolol (option B) is a non-selective beta-blocker (antagonist), which would reduce or prevent contractility rather than enhance it. Pindolol (option C) is a beta-blocker with intrinsic sympathomimetic activity, meaning it acts as a partial agonist; thus, it could produce a response similar to drug B. Phenoxybenzamine (option D) is an alpha-adrenergic blocker and would not typically produce beta-adrenergic stimulatory effects on cardiomyocytes. Therefore, the correct answer is C - Pindolol.",mmed_bench
