sample_id,query_hinglish,report_id,report_text,cmi_bucket
MMED_BENCH_0025,Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0026,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0027,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0028,Image + text se infxn ke signs confirm hote hai ky? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0029,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0030,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0031,Please explain: Multimodal context ke hisaab se effusion ka evidence hai ky?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0032,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0033,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0034,Image + text se infxn ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0035,"Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0036,"Please explain: Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0037,Please explain: Multimodal context ke hisaab se effusion ka evidence hai ky? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0038,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0039,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0040,Please explain: Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0041,"kyaa ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0042,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0043,Multimodal context ke hisaab se effusion ka evidence hai kyaa?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0044,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0045,"Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0046,Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0047,"kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0048,"Please explain: Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0049,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0050,"Please explain: Given multimodal context, likely finding kya hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0051,"Given multimodal context, likely finding kyaa hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0052,Please explain: Image + text se infection ke signs confirm hote hai ky? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0053,"Please explain: Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0054,"Given multimodal context, likely finding ky hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0055,Multimodal context ke hisaab se effusion ka evidence hai ky? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0056,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0057,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0058,Please explain: Image + text se infection ke signs confirm hote hai kyaa? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0059,"Please explain: Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0060,"Please explain: Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0061,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0062,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0063,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0064,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0065,"kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0066,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0067,Multimodal context ke hisaab se effusion ka evidence hai ky? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0068,"Given multimodal context, likely finding ky hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0069,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0070,Please explain: Image + text se infec ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0071,"ky ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0072,"Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0073,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0074,"Please explain: Given multimodal context, likely finding kya hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0075,"Given multimodal context, likely finding ky hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0076,Image + text se infection ke signs confirm hote hai kyaa? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0077,"Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0078,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0079,Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0080,"Given multimodal context, likely finding kyaa hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0081,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0082,Please explain: Image + text se infection ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0083,"kyaa ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0084,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0085,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0086,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0087,"Please explain: Given multimodal context, likely finding kyaa hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0088,Please explain: Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0089,"Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0090,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0091,Multimodal context ke hisaab se effusion ka evidence hai ky? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0092,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0093,"Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0094,Image + text se infection ke signs confirm hote hai kyaa? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0095,"Please explain: Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0096,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0097,Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0098,"Please explain: Given multimodal context, likely finding ky hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0099,"Given multimodal context, likely finding kya hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0100,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0101,"ky ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0102,"Given multimodal context, likely finding kyaa hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0103,Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0104,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0105,"Please explain: Given multimodal context, likely finding ky hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0106,Please explain: Image + text se infec ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0107,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0108,"Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0109,Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0110,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0111,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0112,Please explain: Image + text se infection ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0113,"Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0114,"Please explain: Given multimodal context, likely finding ky hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0115,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0116,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0117,"Given multimodal context, likely finding kyaa hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0118,Image + text se infxn ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0119,"Please explain: Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0120,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0121,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0122,"Please explain: Given multimodal context, likely finding ky hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0123,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0124,Image + text se infxn ke signs confirm hote hai kyaa? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0125,"kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0126,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0127,Multimodal context ke hisaab se effusion ka evidence hai ky? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0128,"Please explain: Given multimodal context, likely finding kyaa hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0129,"Please explain: Given multimodal context, likely finding ky hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0130,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0131,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0132,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0133,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0134,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0135,"Please explain: Given multimodal context, likely finding ky hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0136,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0137,"Please explain: Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0138,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0139,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0140,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0141,"Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0142,Image + text se infection ke signs confirm hote hai ky? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0143,"Please explain: kyaa ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0144,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0145,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kyaa? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0146,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0147,"Please explain: Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0148,Please explain: Image + text se infxn ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0149,"kyaa ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0150,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0151,Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0152,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0153,"Given multimodal context, likely finding kya hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0154,Image + text se infxn ke signs confirm hote hai ky? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0155,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0156,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0157,Multimodal context ke hisaab se effusion ka evidence hai ky? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0158,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0159,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0160,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0161,"Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0162,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0163,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0164,"Given multimodal context, likely finding ky hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0165,"Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0166,Image + text se infection ke signs confirm hote hai ky? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0167,"Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0168,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0169,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0170,"Given multimodal context, likely finding ky hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0171,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0172,Image + text se infection ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0173,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0174,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0175,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0176,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0177,"Please explain: Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0178,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0179,"kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0180,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0181,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kyaa?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0182,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0183,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0184,Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0185,"ky ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0186,"Given multimodal context, likely finding kyaa hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0187,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0188,"Please explain: Given multimodal context, likely finding kya hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0189,"Please explain: Given multimodal context, likely finding kya hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
