sample_id,query_hinglish,report_id,report_text,target_text,dataset_profile
OPENI_004759,What abnormality is present in this chest X-ray?,OPENI_004759,"FINDINGS: Normal heart size and mediastinal contours. There are reticular opacities in the medial right middle lobe with tubular airway ectasia which obscures the right heart XXXX. This was present previously and is most compatible with bronchiectasis. There is no XXXX focal airspace disease. No pneumothorax or pleural effusion. Unremarkable XXXX.. IMPRESSION: 1. No acute cardiopulmonary process. 2. Stable right middle lobe bronchiectasis, XXXX postinfectious/postinflammatory. .","FINDINGS: Normal heart size and mediastinal contours. There are reticular opacities in the medial right middle lobe with tubular airway ectasia which obscures the right heart XXXX. This was present previously and is most compatible with bronchiectasis. There is no XXXX focal airspace disease. No pneumothorax or pleural effusion. Unremarkable XXXX.. IMPRESSION: 1. No acute cardiopulmonary process. 2. Stable right middle lobe bronchiectasis, XXXX postinfectious/postinflammatory. .",openi
OPENI_003479,What abnormality is present in this chest X-ray?,OPENI_003479,"FINDINGS: Heart size normal. Lungs are clear. XXXX are normal. No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses.. IMPRESSION: Normal chest","FINDINGS: Heart size normal. Lungs are clear. XXXX are normal. No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses.. IMPRESSION: Normal chest",openi
OPENI_000813,What abnormality is present in this chest X-ray?,OPENI_000813,FINDINGS: Patient is status post CABG. The heart size and pulmonary vascularity appear within normal limits. The lungs are free of focal airspace disease. No pleural effusion or pneumothorax is seen. Calcified granuloma is noted.. IMPRESSION: No evidence of active disease.,FINDINGS: Patient is status post CABG. The heart size and pulmonary vascularity appear within normal limits. The lungs are free of focal airspace disease. No pleural effusion or pneumothorax is seen. Calcified granuloma is noted.. IMPRESSION: No evidence of active disease.,openi
OPENI_000436,What abnormality is present in this chest X-ray?,OPENI_000436,FINDINGS: . IMPRESSION: Well-expanded and clear lungs. Conspicuous for size 3-4 mm nodular opacity projecting in right lung is probably a small calcified granuloma. Mediastinal contour within normal limits. No acute cardiopulmonary abnormality identified.,FINDINGS: . IMPRESSION: Well-expanded and clear lungs. Conspicuous for size 3-4 mm nodular opacity projecting in right lung is probably a small calcified granuloma. Mediastinal contour within normal limits. No acute cardiopulmonary abnormality identified.,openi
OPENI_002216,What abnormality is present in this chest X-ray?,OPENI_002216,FINDINGS: The heart and lungs have XXXX XXXX in the interval. Both lungs are clear and expanded. Heart and mediastinum normal.. IMPRESSION: No active disease.,FINDINGS: The heart and lungs have XXXX XXXX in the interval. Both lungs are clear and expanded. Heart and mediastinum normal.. IMPRESSION: No active disease.,openi
OPENI_002378,What abnormality is present in this chest X-ray?,OPENI_002378,"FINDINGS: Lung volumes are low. In the interval, a patchy infiltrate has developed in the right lower lobe. Heart and pulmonary XXXX are normal.. IMPRESSION: XXXX. XXXX patchy right lower lobe infiltrate consistent with pneumonia.","FINDINGS: Lung volumes are low. In the interval, a patchy infiltrate has developed in the right lower lobe. Heart and pulmonary XXXX are normal.. IMPRESSION: XXXX. XXXX patchy right lower lobe infiltrate consistent with pneumonia.",openi
OPENI_003887,What abnormality is present in this chest X-ray?,OPENI_003887,"FINDINGS: The heart is normal in size. The pulmonary vascularity is within normal limits in appearance. No pneumothorax or pleural effusion. A wedge-shaped opacity has developed in the right upper lobe. There is also XXXX patchy opacification identified in the left upper lobe. No acute bony abnormality.. IMPRESSION: Interval development of bilateral upper lobe consolidation, right greater than left, XXXX representing pneumonia.. Followup imaging to document resolution is recommended.","FINDINGS: The heart is normal in size. The pulmonary vascularity is within normal limits in appearance. No pneumothorax or pleural effusion. A wedge-shaped opacity has developed in the right upper lobe. There is also XXXX patchy opacification identified in the left upper lobe. No acute bony abnormality.. IMPRESSION: Interval development of bilateral upper lobe consolidation, right greater than left, XXXX representing pneumonia.. Followup imaging to document resolution is recommended.",openi
OPENI_002448,What abnormality is present in this chest X-ray?,OPENI_002448,"FINDINGS: Heart size within normal limits. No focal alveolar consolidation, no definite pleural effusion seen. No typical findings of pulmonary edema. No pneumothorax.. IMPRESSION: No acute cardiopulmonary findings","FINDINGS: Heart size within normal limits. No focal alveolar consolidation, no definite pleural effusion seen. No typical findings of pulmonary edema. No pneumothorax.. IMPRESSION: No acute cardiopulmonary findings",openi
OPENI_002586,What abnormality is present in this chest X-ray?,OPENI_002586,"FINDINGS: Streaky and patchy bibasilar opacities, triangular density projected over the heart on the lateral view. No definite pleural effusion seen, no typical findings of pulmonary edema. Considering differences in technical factors XXXX stable cardiomediastinal silhouette with normal heart size.. IMPRESSION: Bibasilar opacities, right greater than left, features suggest a combination of consolidation and atelectasis","FINDINGS: Streaky and patchy bibasilar opacities, triangular density projected over the heart on the lateral view. No definite pleural effusion seen, no typical findings of pulmonary edema. Considering differences in technical factors XXXX stable cardiomediastinal silhouette with normal heart size.. IMPRESSION: Bibasilar opacities, right greater than left, features suggest a combination of consolidation and atelectasis",openi
OPENI_003574,What abnormality is present in this chest X-ray?,OPENI_003574,"FINDINGS: Normal cardiomediastinal silhouette. No airspace consolidation, pneumothorax, pleural effusion, or pulmonary edema. No acute bony abnormality.. IMPRESSION: No acute cardiopulmonary disease.","FINDINGS: Normal cardiomediastinal silhouette. No airspace consolidation, pneumothorax, pleural effusion, or pulmonary edema. No acute bony abnormality.. IMPRESSION: No acute cardiopulmonary disease.",openi
OPENI_001481,What abnormality is present in this chest X-ray?,OPENI_001481,"FINDINGS: Heart size normal. No pneumothorax, pleural effusion, or focal airspace disease. Bony structures appear intact. The trachea and XXXX pulmonary bronchi are unremarkable.. IMPRESSION: Normal chest radiograph.","FINDINGS: Heart size normal. No pneumothorax, pleural effusion, or focal airspace disease. Bony structures appear intact. The trachea and XXXX pulmonary bronchi are unremarkable.. IMPRESSION: Normal chest radiograph.",openi
OPENI_003510,What abnormality is present in this chest X-ray?,OPENI_003510,FINDINGS: Normal heart size. Clear lungs. Degenerative this disease within the spine. Prosthetic right shoulder. Possible XXXX body in the axillary recess of the left shoulder. Degenerative left glenohumeral osteoarthritis.. IMPRESSION: No acute pulmonary findings.,FINDINGS: Normal heart size. Clear lungs. Degenerative this disease within the spine. Prosthetic right shoulder. Possible XXXX body in the axillary recess of the left shoulder. Degenerative left glenohumeral osteoarthritis.. IMPRESSION: No acute pulmonary findings.,openi
OPENI_001570,What abnormality is present in this chest X-ray?,OPENI_001570,FINDINGS: Stable appearance of lower cervical fusion XXXX. Heart size normal. No pneumothorax or pleural effusion. No focal airspace disease. Calcified nodules consistent with chronic granulomatous disease. Bony structures appear intact. DISH of the thoracic spine.. IMPRESSION: Negative for acute cardiopulmonary disease.,FINDINGS: Stable appearance of lower cervical fusion XXXX. Heart size normal. No pneumothorax or pleural effusion. No focal airspace disease. Calcified nodules consistent with chronic granulomatous disease. Bony structures appear intact. DISH of the thoracic spine.. IMPRESSION: Negative for acute cardiopulmonary disease.,openi
OPENI_001919,What abnormality is present in this chest X-ray?,OPENI_001919,"FINDINGS: Heart size, mediastinal contour, and pulmonary vascularity are within normal limits. No focal consolidation, pleural effusion, or pneumothorax is identified. No acute osseous abnormality identified.. IMPRESSION: No acute cardiopulmonary abnormality. .","FINDINGS: Heart size, mediastinal contour, and pulmonary vascularity are within normal limits. No focal consolidation, pleural effusion, or pneumothorax is identified. No acute osseous abnormality identified.. IMPRESSION: No acute cardiopulmonary abnormality. .",openi
OPENI_000470,What abnormality is present in this chest X-ray?,OPENI_000470,"FINDINGS: XXXX sternotomy XXXX remain in XXXX. The cardiomediastinal silhouette is within normal limits for appearance. The thoracic aorta is tortuous. No focal areas of pulmonary consolidation. No pneumothorax. No pleural effusion. Moderate degenerative changes of the thoracic spine. No acute, displaced rib fractures identified.. IMPRESSION: 1. No acute intrathoracic abnormality.","FINDINGS: XXXX sternotomy XXXX remain in XXXX. The cardiomediastinal silhouette is within normal limits for appearance. The thoracic aorta is tortuous. No focal areas of pulmonary consolidation. No pneumothorax. No pleural effusion. Moderate degenerative changes of the thoracic spine. No acute, displaced rib fractures identified.. IMPRESSION: 1. No acute intrathoracic abnormality.",openi
OPENI_003207,What abnormality is present in this chest X-ray?,OPENI_003207,FINDINGS: Chest: The heart is enlarged. There may be a pericardial effusion. No definite pulmonary edema is seen. Lungs appear clear. There is no pleural effusion. The skeletal structures and soft tissues are unremarkable. KUB XXXX: XXXX single view of the abdomen was obtained. The bowel XXXX pattern is nonspecific. There is no evidence for obstruction or free intraperitoneal air. No large soft tissue masses or organomegaly are identified. The skeletal structures appear normal.. IMPRESSION: Chest. 1. Cardiomegaly with possible pericardial effusion. 2. No evidence for pulmonary edema or pneumonitis. KUB. 1. Nonspecific abdomen.,FINDINGS: Chest: The heart is enlarged. There may be a pericardial effusion. No definite pulmonary edema is seen. Lungs appear clear. There is no pleural effusion. The skeletal structures and soft tissues are unremarkable. KUB XXXX: XXXX single view of the abdomen was obtained. The bowel XXXX pattern is nonspecific. There is no evidence for obstruction or free intraperitoneal air. No large soft tissue masses or organomegaly are identified. The skeletal structures appear normal.. IMPRESSION: Chest. 1. Cardiomegaly with possible pericardial effusion. 2. No evidence for pulmonary edema or pneumonitis. KUB. 1. Nonspecific abdomen.,openi
OPENI_004672,What abnormality is present in this chest X-ray?,OPENI_004672,FINDINGS: The cardiac contours are normal. XXXX scarring left base. The lungs are clear. Thoracic spondylosis.. IMPRESSION: No acute preoperative process.,FINDINGS: The cardiac contours are normal. XXXX scarring left base. The lungs are clear. Thoracic spondylosis.. IMPRESSION: No acute preoperative process.,openi
OPENI_005307,What abnormality is present in this chest X-ray?,OPENI_005307,"FINDINGS: The XXXX examination consists of frontal and lateral radiographs of the chest. The cardiomediastinal contours are within normal limits. Pulmonary vascularity is within normal limits. No focal consolidation, pleural effusion, or pneumothorax identified. Old healed left 5th and 6th rib fractures are seen laterally.. IMPRESSION: No evidence of acute cardiopulmonary process.","FINDINGS: The XXXX examination consists of frontal and lateral radiographs of the chest. The cardiomediastinal contours are within normal limits. Pulmonary vascularity is within normal limits. No focal consolidation, pleural effusion, or pneumothorax identified. Old healed left 5th and 6th rib fractures are seen laterally.. IMPRESSION: No evidence of acute cardiopulmonary process.",openi
OPENI_005492,What abnormality is present in this chest X-ray?,OPENI_005492,"FINDINGS: Stable appearance of the right aortic XXXX. Normal heart size. No pneumothorax, pleural effusion or suspicious focal airspace opacity.. IMPRESSION: Stable exam with known right aortic XXXX.","FINDINGS: Stable appearance of the right aortic XXXX. Normal heart size. No pneumothorax, pleural effusion or suspicious focal airspace opacity.. IMPRESSION: Stable exam with known right aortic XXXX.",openi
OPENI_000961,What abnormality is present in this chest X-ray?,OPENI_000961,"FINDINGS: Low lung volumes with bronchovascular crowding. Otherwise, no focal alveolar consolidation, no definite pleural effusion seen. A dense nodule in the right base suggest a previous granulomatous process. Heart size within normal limits, bronchovascular crowding without typical findings of pulmonary edema.. IMPRESSION: Low lung volumes with no definite acute findings.","FINDINGS: Low lung volumes with bronchovascular crowding. Otherwise, no focal alveolar consolidation, no definite pleural effusion seen. A dense nodule in the right base suggest a previous granulomatous process. Heart size within normal limits, bronchovascular crowding without typical findings of pulmonary edema.. IMPRESSION: Low lung volumes with no definite acute findings.",openi
OPENI_005815,What abnormality is present in this chest X-ray?,OPENI_005815,"FINDINGS: 2 images. Heart size and pulmonary vascular engorgement appear within limits of normal. Mediastinal contour is unremarkable. No focal consolidation, pleural effusion, or pneumothorax identified. No convincing acute bony findings.. IMPRESSION: No acute cardiopulmonary abnormality identified.","FINDINGS: 2 images. Heart size and pulmonary vascular engorgement appear within limits of normal. Mediastinal contour is unremarkable. No focal consolidation, pleural effusion, or pneumothorax identified. No convincing acute bony findings.. IMPRESSION: No acute cardiopulmonary abnormality identified.",openi
OPENI_000218,What abnormality is present in this chest X-ray?,OPENI_000218,FINDINGS: Stable cardiomediastinal silhouette. Pulmonary vascularity is within normal limits. Lungs are expanded and clear airspace disease. Negative for pneumothorax or pleural effusion. Limited evaluation reveals the XXXX XXXX to be grossly intact.. IMPRESSION: 1. No acute cardiopulmonary abnormality.,FINDINGS: Stable cardiomediastinal silhouette. Pulmonary vascularity is within normal limits. Lungs are expanded and clear airspace disease. Negative for pneumothorax or pleural effusion. Limited evaluation reveals the XXXX XXXX to be grossly intact.. IMPRESSION: 1. No acute cardiopulmonary abnormality.,openi
OPENI_003974,What abnormality is present in this chest X-ray?,OPENI_003974,FINDINGS: Sequelae of old granulomatous disease. Lungs are clear without focal consolidation. No pleural effusions or pneumothoraces. Heart and mediastinum of normal size and contour.. IMPRESSION: Clear lungs.,FINDINGS: Sequelae of old granulomatous disease. Lungs are clear without focal consolidation. No pleural effusions or pneumothoraces. Heart and mediastinum of normal size and contour.. IMPRESSION: Clear lungs.,openi
OPENI_002156,What abnormality is present in this chest X-ray?,OPENI_002156,FINDINGS: There is a moderate sized right pleural effusion. Severe slightly smaller than is compared to XXXX. There is a small left pleural effusion. This is unchanged as compared to the prior study. There is a right chest wall venous XXXX XXXX which appears accessed. No pneumothorax. Scaphoid abdomen.. IMPRESSION: 1. Moderate sized right pleural effusion appears smaller than the prior study. 2. Small left pleural effusion appears unchanged.,FINDINGS: There is a moderate sized right pleural effusion. Severe slightly smaller than is compared to XXXX. There is a small left pleural effusion. This is unchanged as compared to the prior study. There is a right chest wall venous XXXX XXXX which appears accessed. No pneumothorax. Scaphoid abdomen.. IMPRESSION: 1. Moderate sized right pleural effusion appears smaller than the prior study. 2. Small left pleural effusion appears unchanged.,openi
OPENI_003246,What abnormality is present in this chest X-ray?,OPENI_003246,"FINDINGS: XXXX focal opacity in the medial right lung base XXXX seen on the frontal view. No definite pleural effusion. Stable cardiomediastinal silhouette with normal heart size, no typical findings of pulmonary edema.. IMPRESSION: Abnormal opacity in the right lung base which may be compatible with pneumonia in the appropriate clinical setting. Recommend clinical correlation for infection and followup to resolution. Or, if clinical findings are not compatible with XXXX may be of XXXX.","FINDINGS: XXXX focal opacity in the medial right lung base XXXX seen on the frontal view. No definite pleural effusion. Stable cardiomediastinal silhouette with normal heart size, no typical findings of pulmonary edema.. IMPRESSION: Abnormal opacity in the right lung base which may be compatible with pneumonia in the appropriate clinical setting. Recommend clinical correlation for infection and followup to resolution. Or, if clinical findings are not compatible with XXXX may be of XXXX.",openi
OPENI_006412,What abnormality is present in this chest X-ray?,OPENI_006412,"FINDINGS: The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size. The lungs are clear of focal airspace disease, pneumothorax, or pleural effusion. There are no acute bony findings.. IMPRESSION: No acute cardiopulmonary findings. .","FINDINGS: The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size. The lungs are clear of focal airspace disease, pneumothorax, or pleural effusion. There are no acute bony findings.. IMPRESSION: No acute cardiopulmonary findings. .",openi
OPENI_000497,What abnormality is present in this chest X-ray?,OPENI_000497,FINDINGS: The cardiac contours are normal. Prior granulomatous disease. The lungs are clear. Thoracic spondylosis.. IMPRESSION: No acute process.,FINDINGS: The cardiac contours are normal. Prior granulomatous disease. The lungs are clear. Thoracic spondylosis.. IMPRESSION: No acute process.,openi
OPENI_001962,What abnormality is present in this chest X-ray?,OPENI_001962,FINDINGS: Lungs are clear bilaterally. Cardiac and mediastinal silhouettes are normal. Pulmonary vasculature is normal. No pneumothorax or pleural effusion. No acute bony abnormality.. IMPRESSION: No acute cardiopulmonary abnormality.,FINDINGS: Lungs are clear bilaterally. Cardiac and mediastinal silhouettes are normal. Pulmonary vasculature is normal. No pneumothorax or pleural effusion. No acute bony abnormality.. IMPRESSION: No acute cardiopulmonary abnormality.,openi
OPENI_001887,What abnormality is present in this chest X-ray?,OPENI_001887,"FINDINGS: The heart size and cardiomediastinal silhouette are normal. The aorta is tortuous and atherosclerotic. The lungs are hyperexpanded with flattening of hemidiaphragms and increased retrosternal airspace. There is no focal airspace opacity, pleural effusion, or pneumothorax. There are degenerative changes in the thoracic spine.. IMPRESSION: 1. No acute cardiopulmonary finding. 2. Emphysema and atherosclerosis.","FINDINGS: The heart size and cardiomediastinal silhouette are normal. The aorta is tortuous and atherosclerotic. The lungs are hyperexpanded with flattening of hemidiaphragms and increased retrosternal airspace. There is no focal airspace opacity, pleural effusion, or pneumothorax. There are degenerative changes in the thoracic spine.. IMPRESSION: 1. No acute cardiopulmonary finding. 2. Emphysema and atherosclerosis.",openi
OPENI_003631,What abnormality is present in this chest X-ray?,OPENI_003631,FINDINGS: There are low volumes with bronchovascular crowding. No focal infiltrate or effusion. Heart and mediastinal contours within normal limits. No displaced fracture identified.. IMPRESSION: Low volumes with bronchovascular crowding. No acute abnormality.,FINDINGS: There are low volumes with bronchovascular crowding. No focal infiltrate or effusion. Heart and mediastinal contours within normal limits. No displaced fracture identified.. IMPRESSION: Low volumes with bronchovascular crowding. No acute abnormality.,openi
OPENI_001871,What abnormality is present in this chest X-ray?,OPENI_001871,FINDINGS: The heart is normal in size. The pulmonary vascularity is within normal limits in appearance. No focal air space opacities. No pleural effusions or pneumothorax. No acute bony abnormalities.. IMPRESSION: No acute cardiopulmonary abnormalities.,FINDINGS: The heart is normal in size. The pulmonary vascularity is within normal limits in appearance. No focal air space opacities. No pleural effusions or pneumothorax. No acute bony abnormalities.. IMPRESSION: No acute cardiopulmonary abnormalities.,openi
OPENI_000474,What abnormality is present in this chest X-ray?,OPENI_000474,FINDINGS: The cardiomediastinal silhouette is normal in size and appearance. No pleural effusion or pneumothorax. Lungs are clear.. IMPRESSION: Normal chest.,FINDINGS: The cardiomediastinal silhouette is normal in size and appearance. No pleural effusion or pneumothorax. Lungs are clear.. IMPRESSION: Normal chest.,openi
OPENI_001424,What abnormality is present in this chest X-ray?,OPENI_001424,"FINDINGS: Normal cardiomediastinal contours. Marrow pneumothorax, focal lung consolidation or pleural effusions.. IMPRESSION: No acute cardiopulmonary abnormality.","FINDINGS: Normal cardiomediastinal contours. Marrow pneumothorax, focal lung consolidation or pleural effusions.. IMPRESSION: No acute cardiopulmonary abnormality.",openi
OPENI_005556,What abnormality is present in this chest X-ray?,OPENI_005556,FINDINGS: Heart size is normal. There are densely calcified mediastinal and right hilar lymph XXXX which suggest prior histoplasmosis exposure. No consolidating airspace disease is seen within the lungs. No pleural effusion or pneumothorax. No convincing acute bony findings.. IMPRESSION: No acute abnormality identified.,FINDINGS: Heart size is normal. There are densely calcified mediastinal and right hilar lymph XXXX which suggest prior histoplasmosis exposure. No consolidating airspace disease is seen within the lungs. No pleural effusion or pneumothorax. No convincing acute bony findings.. IMPRESSION: No acute abnormality identified.,openi
OPENI_000866,What abnormality is present in this chest X-ray?,OPENI_000866,FINDINGS: Normal heart size. Mild unfolding and atherosclerotic calcification of the aorta. No focal air space consolidation. No pneumothorax or pleural effusion. Visualized bony structures are unremarkable in appearance.. IMPRESSION: No acute cardiopulmonary abnormalities.,FINDINGS: Normal heart size. Mild unfolding and atherosclerotic calcification of the aorta. No focal air space consolidation. No pneumothorax or pleural effusion. Visualized bony structures are unremarkable in appearance.. IMPRESSION: No acute cardiopulmonary abnormalities.,openi
OPENI_001282,What abnormality is present in this chest X-ray?,OPENI_001282,"FINDINGS: The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size. The lungs are clear of focal airspace disease, pneumothorax, or pleural effusion. There are no acute bony findings.. IMPRESSION: No acute cardiopulmonary findings. .","FINDINGS: The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size. The lungs are clear of focal airspace disease, pneumothorax, or pleural effusion. There are no acute bony findings.. IMPRESSION: No acute cardiopulmonary findings. .",openi
OPENI_003553,What abnormality is present in this chest X-ray?,OPENI_003553,"FINDINGS: Cardiomediastinal silhouette stable with atherosclerosis of the thoracic aorta. Diffusely coarsened interstitial markings are noted consistent with chronic lung disease, with worsened patchy opacities and a left apex and right base. No pneumothorax or pleural effusion. No acute bony abnormality.. IMPRESSION: Changes of chronic interstitial lung disease with ill-defined patchy left apical and right basilar airspace disease. PA and lateral chest radiograph may be of benefit XXXX clinically feasible.","FINDINGS: Cardiomediastinal silhouette stable with atherosclerosis of the thoracic aorta. Diffusely coarsened interstitial markings are noted consistent with chronic lung disease, with worsened patchy opacities and a left apex and right base. No pneumothorax or pleural effusion. No acute bony abnormality.. IMPRESSION: Changes of chronic interstitial lung disease with ill-defined patchy left apical and right basilar airspace disease. PA and lateral chest radiograph may be of benefit XXXX clinically feasible.",openi
