pair_id,cmi_score,hindi_prop_v2
P00835,0.4603174603174603,0.6785714285714286
P02068,0.4039735099337748,0.75
P01476,0.549618320610687,0.7787610619469026
P00195,0.4705882352941176,0.7236842105263158
P01920,0.4096385542168674,0.7222222222222222
P01654,0.4155844155844156,0.819672131147541
P01926,0.4322033898305085,0.7419354838709677
P02567,0.5263157894736842,0.6976744186046512
P01407,0.4326923076923077,0.7555555555555555
P01595,0.4022988505747126,0.7468354430379747
P02772,0.4420600858369098,0.715
P00664,0.3506493506493506,0.6716417910447762
P02001,0.4545454545454545,0.7166666666666667
P01155,0.4155844155844156,0.6567164179104478
P01688,0.4259259259259259,0.6276595744680851
P01997,0.532258064516129,0.7017543859649122
P02876,0.5106382978723404,0.6666666666666666
P01280,0.3548387096774194,0.7352941176470589
P02467,0.4520547945205479,0.75
P01199,0.4257425742574257,0.6923076923076923
P02629,0.4451219512195122,0.7379310344827587
P02709,0.3663366336633663,0.5862068965517241
P02848,0.4827586206896552,0.8166666666666667
P00343,0.4285714285714285,0.7735849056603774
P01880,0.4142011834319526,0.6527777777777778
P01281,0.3829787234042553,0.5862068965517241
P01285,0.3896103896103896,0.7222222222222222
P00224,0.4761904761904761,0.7125
P02078,0.4931506849315068,0.7
P02047,0.4021739130434782,0.6708860759493671
P02592,0.4274509803921568,0.7783505154639175
P00907,0.4444444444444444,0.7288135593220338
P00097,0.4850746268656716,0.6923076923076923
P01564,0.53,0.7738095238095238
P01879,0.2784810126582278,0.4264705882352941
P01228,0.3636363636363636,0.524390243902439
P00356,0.4732142857142857,0.74
P01327,0.4449541284403669,0.6865671641791045
P01371,0.4814814814814814,0.8493150684931506
P02331,0.4545454545454545,0.6407766990291263
P02595,0.382716049382716,0.5882352941176471
P01538,0.417910447761194,0.6229508196721312
P00774,0.4083333333333333,0.7450980392156863
P02863,0.4666666666666667,0.7142857142857143
P01930,0.366412213740458,0.5691056910569106
P00761,0.4742268041237113,0.7241379310344828
P02026,0.4380952380952381,0.7692307692307693
P00768,0.4032258064516129,0.6239316239316239
P02825,0.3787878787878788,0.6140350877192983
P02079,0.4794520547945205,0.6875
P02522,0.54,0.7446808510638298
P00847,0.3953488372093023,0.5487804878048781
P01027,0.4210526315789473,0.5694444444444444
P02889,0.4545454545454545,0.6329113924050633
P02272,0.4647887323943662,0.8032786885245902
P01347,0.4615384615384615,0.7818181818181819
P01416,0.4722222222222222,0.7878787878787878
P00238,0.4390243902439024,0.7984496124031008
P01442,0.5064935064935064,0.6521739130434783
P01161,0.3894736842105263,0.6477272727272727
P02665,0.4466666666666666,0.6742424242424242
P01745,0.3918918918918919,0.6515151515151515
P01244,0.4246575342465753,0.6521739130434783
P02979,0.4576271186440678,0.76
P00955,0.3720930232558139,0.7452830188679245
P00360,0.5,0.7866666666666666
P02622,0.4655172413793103,0.7482014388489209
P00919,0.3442622950819672,0.46551724137931033
P00640,0.4274809160305343,0.6638655462184874
P01408,0.4838709677419355,0.7207207207207207
P00366,0.4886363636363636,0.7948717948717948
P00376,0.5194805194805194,0.8360655737704918
P00742,0.3684210526315789,0.4825174825174825
P01452,0.453125,0.7017543859649122
P02511,0.4462809917355372,0.75
P00315,0.3875,0.6875
P01467,0.4268292682926829,0.8045112781954887
P00461,0.4743589743589743,0.7205882352941176
P01168,0.2857142857142857,0.47692307692307695
P01935,0.5,0.7846153846153846
P01949,0.4146341463414634,0.684931506849315
P00161,0.5119047619047619,0.7631578947368421
P02909,0.4478764478764478,0.6869565217391305
P01741,0.4586466165413533,0.7641509433962265
P01100,0.396551724137931,0.74
P00655,0.3918918918918919,0.6101694915254238
P01726,0.3614457831325301,0.7
P01379,0.3703703703703703,0.64
P01656,0.4507042253521127,0.7419354838709677
P01963,0.4202898550724637,0.6984126984126984
P00082,0.4473684210526316,0.676056338028169
P02126,0.4927536231884058,0.7096774193548387
P00109,0.4222222222222222,0.6762589928057554
P01356,0.4347826086956521,0.7586206896551724
P00729,0.3571428571428571,0.7473684210526316
P01585,0.3333333333333333,0.7169811320754716
P01282,0.4739130434782608,0.8258706467661692
P00525,0.5540540540540541,0.7352941176470589
P01690,0.3625,0.7076923076923077
P02214,0.4285714285714285,0.7833333333333333
P01681,0.3184713375796178,0.632
P01948,0.4603174603174603,0.6842105263157895
P00793,0.4533333333333333,0.7166666666666667
P00579,0.44,0.7321428571428571
P02220,0.5396825396825397,0.7192982456140351
P02207,0.3090909090909091,0.7291666666666666
P00850,0.536,0.8571428571428571
P01026,0.4428571428571428,0.8545454545454545
P02199,0.4078947368421052,0.8
P02101,0.3308823529411764,0.5241935483870968
P01083,0.4117647058823529,0.5849056603773585
P01903,0.4054054054054054,0.7204301075268817
P01872,0.425287356321839,0.6753246753246753
P01256,0.4411764705882353,0.6153846153846154
P02127,0.4507042253521127,0.7580645161290323
P00566,0.5212765957446809,0.6444444444444445
P00787,0.4045801526717557,0.6833333333333333
P01583,0.4,0.6888888888888889
P00477,0.4673913043478261,0.6533333333333333
P02474,0.4769230769230769,0.7522123893805309
P02931,0.4903846153846153,0.7340425531914894
P01778,0.4918032786885246,0.78
P00617,0.52,0.8478260869565217
P02410,0.411214953271028,0.7441860465116279
P01448,0.4642857142857143,0.7914110429447853
P02579,0.3565891472868217,0.6637168141592921
P01487,0.4925373134328358,0.8
P02233,0.4634146341463415,0.75
P00568,0.3615384615384615,0.7142857142857143
P00128,0.4700854700854701,0.75
P01326,0.3142857142857143,0.6296296296296297
P02444,0.4409937888198758,0.8
P01122,0.4791666666666667,0.6878612716763006
P00666,0.4302788844621514,0.6814159292035398
P01219,0.3976608187134502,0.6137931034482759
P00379,0.4262295081967213,0.7169811320754716
P02513,0.4782608695652174,0.6826923076923077
P02995,0.5238095238095238,0.81875
P02251,0.4333333333333333,0.7407407407407407
P01113,0.3380281690140845,0.5254237288135594
P01783,0.4247104247104247,0.8556701030927835
P01894,0.2696629213483146,0.5789473684210527
P02239,0.369047619047619,0.6567164179104478
P00394,0.0,0.0
P01776,0.4444444444444444,0.8181818181818182
P01737,0.4086021505376344,0.5925925925925926
P01825,0.4285714285714285,0.6521739130434783
P02043,0.4727272727272727,0.7319587628865979
P02999,0.3691588785046729,0.7540983606557377
P00789,0.375,0.5901639344262295
P01382,0.4324324324324324,0.6901408450704225
P02891,0.3669724770642202,0.7204301075268817
P00413,0.4435483870967742,0.696969696969697
P01910,0.4226190476190476,0.7291666666666666
P01372,0.4941176470588235,0.8115942028985508
P00337,0.3846153846153846,0.8205128205128205
P00880,0.4607843137254901,0.717391304347826
P01958,0.3653846153846153,0.6477272727272727
P01047,0.4545454545454545,0.8260869565217391
P01453,0.4639175257731959,0.7951807228915663
P01299,0.4347826086956521,0.6949152542372882
P01233,0.5769230769230769,0.8769230769230769
P02634,0.3781512605042016,0.6857142857142857
P01051,0.4672131147540984,0.79
P01860,0.3125,0.5675675675675675
P00123,0.3287671232876712,0.4857142857142857
P01160,0.288135593220339,0.4727272727272727
P01924,0.3898305084745763,0.5660377358490566
P02403,0.4936708860759494,0.746268656716418
P01939,0.3636363636363636,0.6615384615384615
P01682,0.4669811320754717,0.7210526315789474
P01789,0.3181818181818182,0.5142857142857142
P00968,0.3709677419354839,0.5961538461538461
P00861,0.5119047619047619,0.7368421052631579
P00259,0.4104477611940298,0.7589285714285714
P00167,0.3922651933701657,0.5657894736842105
P01217,0.4406779661016949,0.7904761904761904
P02615,0.4523809523809524,0.7114093959731543
P02317,0.3502304147465437,0.7344632768361582
P00843,0.4545454545454545,0.7831325301204819
P00093,0.4174311926605504,0.8021390374331551
P00740,0.4942528735632184,0.7407407407407407
P00282,0.3571428571428571,0.5961538461538461
P01784,0.4385964912280701,0.5818181818181818
P01059,0.3978494623655914,0.6153846153846154
P01127,0.3541666666666667,0.5714285714285714
P00685,0.0,0.0
P01868,0.4528301886792453,0.75
P00409,0.421875,0.6229508196721312
P00497,0.3255813953488372,0.5822784810126582
P02777,0.4878048780487805,0.8301886792452831
P00983,0.4444444444444444,0.6666666666666666
P01882,0.4933333333333333,0.6923076923076923
P01174,0.3043478260869565,0.484375
P00201,0.4859813084112149,0.8555555555555555
P00507,0.4225352112676056,0.7322834645669292
P01621,0.4914285714285714,0.7341772151898734
P01309,0.3818181818181818,0.5673076923076923
P02409,0.5196078431372549,0.7311827956989247
P00296,0.4504504504504504,0.7115384615384616
P02094,0.375,0.6833333333333333
P00881,0.3211009174311927,0.6506024096385542
P01837,0.4666666666666667,0.725
P02679,0.4528301886792453,0.7319587628865979
P00154,0.4868421052631579,0.7101449275362319
P02902,0.4864864864864865,0.6323529411764706
P01202,0.345679012345679,0.4605263157894737
P01110,0.4050632911392405,0.5833333333333334
P02591,0.4438502673796791,0.7515923566878981
P01900,0.4774774774774775,0.693069306930693
P02143,0.303030303030303,0.53125
P02966,0.3893129770992366,0.504
P00367,0.4962962962962963,0.7786885245901639
P02550,0.4039735099337748,0.75
P00811,0.5,0.6
P02267,0.4285714285714285,0.7631578947368421
P02975,0.4666666666666667,0.627906976744186
P01241,0.4068965517241379,0.7094017094017094
P01045,0.3728813559322034,0.7592592592592593
P02366,0.5,0.8160919540229885
P00468,0.2878787878787879,0.4909090909090909
P02682,0.5714285714285714,0.7222222222222222
P00574,0.3978494623655914,0.6527777777777778
P02422,0.46875,0.7096774193548387
P02706,0.4268292682926829,0.6666666666666666
P00885,0.4761904761904761,0.8631578947368421
P00996,0.4,0.5223880597014925
P01060,0.4098360655737705,0.6981132075471698
P00796,0.3773584905660377,0.6319444444444444
P02073,0.3884297520661157,0.6238532110091743
P00681,0.4615384615384615,0.7847222222222222
P02754,0.42,0.6666666666666666
P02738,0.25,0.54
P01159,0.4077669902912621,0.6594594594594595
P01641,0.4556962025316455,0.6956521739130435
P02854,0.4054054054054054,0.6268656716417911
P01907,0.4939759036144578,0.7605633802816901
P00929,0.3209876543209876,0.609375
P01684,0.3793103448275862,0.6875
P02231,0.3636363636363636,0.6862745098039216
P00150,0.2985074626865671,0.5483870967741935
P00738,0.380281690140845,0.6101694915254238
P00090,0.5116279069767442,0.775
P01534,0.4390243902439024,0.8153846153846154
P01071,0.2727272727272727,0.36585365853658536
P02959,0.3888888888888889,0.6153846153846154
P00619,0.4274193548387097,0.797979797979798
P01495,0.5,0.7368421052631579
P02236,0.4225352112676056,0.6615384615384615
P02280,0.34375,0.7254901960784313
P02879,0.4012738853503185,0.5769230769230769
P01181,0.4805194805194805,0.684931506849315
P01503,0.4054054054054054,0.5576923076923077
P00026,0.4561403508771929,0.6923076923076923
P01207,0.3027522935779816,0.4946236559139785
P01461,0.4716981132075472,0.69
P01792,0.4,0.6545454545454545
P01518,0.4689655172413793,0.8125
P00429,0.3917525773195876,0.6666666666666666
P00215,0.5280898876404494,0.7894736842105263
P00162,0.4256756756756756,0.7931034482758621
P01020,1.0,0.0
P02415,0.411214953271028,0.7282608695652174
P00804,0.396551724137931,0.5555555555555556
P01279,0.3412698412698413,0.6126126126126126
P01912,0.3069767441860465,0.625
P00281,0.3644067796610169,0.6146788990825688
P01647,0.4802631578947368,0.6758620689655173
P00752,0.4805194805194805,0.7714285714285715
P00333,0.425,0.7428571428571429
P00289,0.5038759689922481,0.7413793103448276
P00560,0.416,0.6756756756756757
P02355,0.4322916666666667,0.7975460122699386
P02998,0.4166666666666667,0.6423357664233577
P01437,0.4508196721311475,0.75
P02162,0.4210526315789473,0.7891156462585034
P01706,0.4166666666666667,0.8688524590163934
P02390,0.4146341463414634,0.7570093457943925
P02362,0.4343434343434343,0.7625
P02786,0.3660714285714285,0.6395348837209303
P01162,0.4945054945054945,0.725
P01349,0.3896103896103896,0.71875
P00212,0.40625,0.7049180327868853
P01409,0.453125,0.7213114754098361
P02768,0.3861386138613861,0.6063829787234043
P02869,0.432,0.6396396396396397
P00662,0.5,0.8
P00561,0.5113636363636364,0.8208955223880597
P01320,0.3421052631578947,0.5507246376811594
P02354,0.436046511627907,0.6643835616438356
P02271,0.4375,0.7023809523809523
P00015,0.5185185185185185,0.6623376623376623
P01022,0.4647887323943662,0.7419354838709677
P02626,0.3873873873873873,0.6804123711340206
P02802,0.4647887323943662,0.7723577235772358
P01265,0.4523809523809524,0.6842105263157895
P02846,0.4144144144144144,0.6807017543859649
P02961,0.4729729729729729,0.7089552238805971
P02172,0.4642857142857143,0.7346938775510204
P02933,0.4790419161676646,0.8698630136986302
P01718,0.359375,0.75
P02318,0.5217391304347826,0.7948717948717948
P00508,0.4805194805194805,0.6865671641791045
P01886,0.4431818181818182,0.7323943661971831
P00730,0.419753086419753,0.6115107913669064
P00859,0.4759036144578313,0.684931506849315
P01661,0.3725490196078431,0.7159090909090909
P00934,0.5079365079365079,0.875
P01674,0.3137254901960784,0.5
P00351,0.5584415584415584,0.8805970149253731
P02234,0.4743589743589743,0.7746478873239436
P02054,0.3561643835616438,0.6417910447761194
P02810,0.4146341463414634,0.575
P00987,0.4444444444444444,0.76
P02276,0.492063492063492,0.7586206896551724
P02263,0.4589041095890411,0.7154471544715447
P00571,0.4827586206896552,0.7866666666666666
P00227,0.422680412371134,0.75
P01531,0.4615384615384615,0.7976190476190477
P02940,0.4266666666666667,0.7692307692307693
P00061,0.4380165289256198,0.8235294117647058
P01255,0.5588235294117647,0.7230769230769231
P01239,0.5,0.7866666666666666
P01337,0.4756097560975609,0.8169014084507042
P00945,0.4343434343434343,0.6823529411764706
P00252,0.3779527559055118,0.8165137614678899
P00092,0.4752475247524752,0.7738095238095238
P02587,0.4133333333333333,0.6715328467153284
P01146,0.4180327868852459,0.6666666666666666
P02254,0.4216867469879518,0.6351351351351351
P02538,0.3693693693693693,0.6770833333333334
P01620,0.5357142857142857,0.7592592592592593
P00187,0.25,0.5555555555555556
P00751,0.417910447761194,0.6666666666666666
P01449,0.4247787610619469,0.7184466019417476
P02708,0.4025974025974026,0.6496350364963503
P00117,0.4193548387096774,0.7592592592592593
P00912,0.4,0.6086956521739131
P01193,0.4084507042253521,0.6111111111111112
P00032,0.3537735849056603,0.6477272727272727
P00160,0.4516129032258064,0.7093023255813954
P00166,0.452991452991453,0.7961165048543689
P02698,0.3406593406593406,0.6625
P00679,0.2,0.5
P01103,0.3025210084033613,0.4732142857142857
P02874,0.4787878787878787,0.8231292517006803
P00174,0.4193548387096774,0.8043478260869565
P02906,0.3723404255319149,0.6946107784431138
P01516,0.5256410256410257,0.75
P02880,0.4184397163120567,0.8141592920353983
P01552,0.4477611940298507,0.6774193548387096
P02779,0.4086021505376344,0.7411764705882353
P01606,0.4166666666666667,0.6451612903225806
P01772,0.391304347826087,0.6410256410256411
P01750,0.4878048780487805,0.7105263157894737
P02981,0.4646464646464646,0.6555555555555556
P00966,0.4782608695652174,0.7777777777777778
P02147,0.3383458646616541,0.7211538461538461
P03003,0.410958904109589,0.6923076923076923
P01732,0.3666666666666666,0.6607142857142857
P01167,0.3434782608695652,0.5365853658536586
P00539,0.4137931034482758,0.8284313725490197
P02811,0.3684210526315789,0.6619718309859155
P00889,0.3,0.5094339622641509
P01953,0.4339622641509434,0.723404255319149
P02905,0.4571428571428571,0.6185567010309279
P00205,0.4206349206349206,0.7047619047619048
P02945,0.4163701067615658,0.7816593886462883
P00262,0.3829787234042553,0.7837837837837838
P01013,0.2317880794701986,0.379182156133829
P00185,0.4301075268817204,0.7654320987654321
P01234,0.48,0.7878787878787878
P00814,0.3809523809523809,0.6888888888888889
P01567,0.5,0.8076923076923077
P00896,0.4522292993630573,0.7152777777777778
P01700,0.3962264150943396,0.7083333333333334
P00816,0.4922279792746113,0.650887573964497
P00039,0.5034965034965035,0.8380952380952381
P01946,0.4375,0.7321428571428571
P02813,0.3636363636363636,0.5110132158590308
P02801,0.43646408839779,0.7364864864864865
P01520,0.4953271028037383,0.7368421052631579
P01663,0.5,0.831858407079646
P02675,0.3918918918918919,0.6774193548387096
P00271,0.4161073825503356,0.8440366972477065
P01560,0.5063291139240507,0.7971014492753623
P00214,0.3939393939393939,0.6129032258064516
P00844,0.48,0.6421052631578947
P02378,0.3983739837398374,0.74
P01705,0.4754098360655737,0.7090909090909091
P00963,0.4098360655737705,0.5178571428571429
P00380,0.4462809917355372,0.7684210526315789
P00933,0.4191919191919191,0.7142857142857143
P00995,0.5125,0.8028169014084507
P02596,0.3617021276595745,0.6666666666666666
P01470,0.4029850746268656,0.6607142857142857
P00622,0.3809523809523809,0.575
P02916,0.5420560747663551,0.8282828282828283
P02569,0.494949494949495,0.7380952380952381
P01668,0.45,0.7323943661971831
P01057,0.4,0.7441860465116279
P00164,0.4318181818181818,0.6455696202531646
P01312,0.4380952380952381,0.6923076923076923
P02900,0.417910447761194,0.7586206896551724
P02516,0.4444444444444444,0.6956521739130435
P02594,0.4080459770114942,0.7151898734177216
P00268,0.4605263157894737,0.6376811594202898
P02792,0.0,0.0
P00798,0.4817518248175182,0.8
P01368,0.4640522875816993,0.8034188034188035
P00845,0.2941176470588235,0.515625
P02159,0.4805194805194805,0.7681159420289855
P01086,0.4269662921348314,0.7371794871794872
P02640,0.4352941176470588,0.7222222222222222
P01744,0.4810126582278481,0.8387096774193549
P01639,0.6231884057971014,0.78125
P00451,0.3492063492063492,0.6181818181818182
P00290,0.5238095238095238,0.8256880733944955
P02901,0.390625,0.5172413793103449
P00194,0.4513274336283185,0.7717391304347826
P01603,0.4769230769230769,0.8679245283018868
P00824,0.422680412371134,0.6162790697674418
P01766,0.4,0.7878787878787878
P01496,0.4146341463414634,0.7397260273972602
P00821,0.5287356321839081,0.8461538461538461
P01809,0.2872340425531915,0.43023255813953487
P01040,0.5145631067961165,0.8314606741573034
P02782,0.3333333333333333,0.6304347826086957
P01291,0.4084507042253521,0.7115384615384616
P01415,0.3875,0.7480314960629921
P00411,0.3818181818181818,0.8837209302325582
P01262,0.475,0.7361111111111112
P00878,0.4,0.676056338028169
P02005,0.4661016949152542,0.8
P01843,0.4911242603550296,0.7181208053691275
P00609,0.4666666666666667,0.5636363636363636
P01731,0.3333333333333333,0.6764705882352942
P01333,0.430379746835443,0.8291457286432161
P01530,0.448051948051948,0.782258064516129
P02464,0.4807692307692308,0.85
P00651,0.3706896551724138,0.631578947368421
P01074,0.3902439024390244,0.7183098591549296
P01098,0.3271028037383177,0.5368421052631579
P01222,0.4965986394557823,0.8403361344537815
P02790,0.4010152284263959,0.5549132947976878
P01996,0.4516129032258064,0.7735849056603774
P00659,0.4409448818897638,0.6923076923076923
P01893,0.352112676056338,0.7295081967213115
P02500,0.4052287581699346,0.7265625
P00122,0.4313725490196078,0.6884057971014492
P01940,0.5,0.8
P01976,0.4285714285714285,0.68
P00425,0.4649122807017544,0.7047619047619048
P02833,0.3831775700934579,0.7065217391304348
P02921,0.2980132450331126,0.4
P00958,0.4235294117647059,0.7142857142857143
P02865,0.3597122302158273,0.5877192982456141
P02430,0.3736263736263736,0.6025641025641025
P01609,0.4620253164556962,0.7923076923076923
P01527,0.3561643835616438,0.7164179104477612
P01446,0.4912280701754385,0.7857142857142857
P00344,0.5308641975308642,0.7945205479452054
P00601,0.4172661870503597,0.7142857142857143
P00157,0.5217391304347826,0.7580645161290323
P00611,0.3866666666666666,0.6944444444444444
P02113,0.4675324675324675,0.7313432835820896
P02544,0.3873873873873873,0.6966292134831461
P01697,0.4444444444444444,0.7704918032786885
P00056,0.5076923076923077,0.734375
P02360,0.4657534246575342,0.6615384615384615
P00196,0.4123711340206185,0.6941176470588235
P00713,0.3717277486910995,0.6079545454545454
P00412,0.4020618556701031,0.6987951807228916
P01383,0.4,0.6307692307692307
P01402,0.4565217391304347,0.6984126984126984
P00650,0.4078947368421052,0.6747967479674797
P01945,0.4123711340206185,0.6404494382022472
P02210,0.4121621621621621,0.6818181818181818
P00559,0.5,0.6770833333333334
P02135,0.4953271028037383,0.872093023255814
P01348,0.40625,0.7037037037037037
P02578,0.4126984126984127,0.6440677966101694
P00502,0.351063829787234,0.6627906976744186
P01315,0.4464285714285714,0.7257142857142858
P01363,0.4886363636363636,0.7368421052631579
P01157,0.4387755102040816,0.6413043478260869
P00184,0.5034013605442177,0.7890625
P01542,0.4673913043478261,0.6867469879518072
P02371,0.5045045045045045,0.7222222222222222
P00340,0.423728813559322,0.7636363636363637
P00696,0.3717948717948718,0.6521739130434783
P01738,0.3082706766917293,0.532258064516129
P02064,0.4014084507042254,0.6850393700787402
P00145,0.2622950819672131,0.5925925925925926
P02632,0.4244897959183673,0.6637168141592921
P00096,0.5,0.703125
P02341,0.524390243902439,0.7368421052631579
P01543,0.5050505050505051,0.7333333333333333
P02838,0.4828897338403042,0.7808219178082192
P01240,0.4148148148148148,0.7004405286343612
P01932,0.4244604316546763,0.7981651376146789
P00075,0.4558823529411764,0.7796610169491526
P00044,0.3855421686746988,0.6455696202531646
P01386,0.3472222222222222,0.6461538461538462
P02432,0.449438202247191,0.7625
P01298,0.417910447761194,0.6909090909090909
P00016,0.359090909090909,0.6777777777777778
P01577,0.5053763440860215,0.8452380952380952
P01410,0.4768211920529801,0.7555555555555555
P02776,0.2610837438423645,0.4021164021164021
P00720,0.5733333333333334,0.7164179104477612
P01528,0.4390243902439024,0.7183098591549296
P00726,0.3626373626373626,0.7027027027027027
P01151,0.3608247422680412,0.6172839506172839
P01793,0.574468085106383,0.717391304347826
P00381,0.4133333333333333,0.8
P02173,0.3968253968253968,0.7090909090909091
P00723,0.4966887417218543,0.84
P00869,0.293103448275862,0.4423076923076923
P01301,0.4088888888888889,0.751412429378531
P01752,0.5,0.7701149425287356
P02289,0.4556962025316455,0.7857142857142857
P00708,0.3571428571428571,0.6567164179104478
P02621,0.445414847161572,0.6965174129353234
P01743,0.4099378881987577,0.7535211267605634
P02427,0.4705882352941176,0.6753246753246753
P00010,0.4482758620689655,0.7222222222222222
P01048,0.3561643835616438,0.7758620689655172
P01424,0.5151515151515151,0.8727272727272727
P01056,0.417910447761194,0.5833333333333334
P03004,0.4143426294820717,0.7072072072072072
P00598,0.320754716981132,0.5913978494623656
P02548,0.3644859813084112,0.6067415730337079
P00359,0.4622641509433962,0.7604166666666666
P01206,0.495049504950495,0.7272727272727273
P00080,0.4166666666666667,0.6607142857142857
P02002,0.417910447761194,0.7272727272727273
P02484,0.4069767441860465,0.6923076923076923
P02910,0.5789473684210527,0.7307692307692307
