sample_id,query_hinglish,report_id,report_text,cmi_bucket
MMCQSD_0028,Please explain: Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0029,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0030,Please explain: Is clinical query ka simple Hinglish summary do.,M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0031,Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0032,Please explain: Kaan ke infection ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0033,"Please explain: Doctor, Aankh me redness aur pani aa raha hai, report kyaa bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0034,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0035,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0036,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0037,"Doctor, Skin pe laalpan aur sujan hai kya image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0038,"Doctor, Kaan ke infec ka sign mil raha hai kyaa?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0039,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0040,Please explain: Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0041,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0042,"Doctor, Is clinical query ka simple Hinglish summary do.",M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0043,Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0044,"Doctor, Kaan ke infection ka sign mil raha hai kyaa? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0045,"Please explain: Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0046,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0047,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0048,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0049,"Doctor, Skin pe laalpan aur sujan hai kya image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0050,"Doctor, Kaan ke infxn ka sign mil raha hai kyaa? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0051,"Aankh me redness aur pani aa raha hai, repot kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0052,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0053,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0054,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0055,Skin pe laalpan aur sujan hai ky image repot me? Thoda simple samjhao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0056,"Doctor, Kaan ke infection ka sign mil raha hai kya?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0057,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0058,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0059,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0060,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0061,Skin pe laalpan aur sujan hai kyaa image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0062,Kaan ke infection ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0063,"Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0064,Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0065,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0066,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0067,"Please explain: Doctor, Skin pe laalpan aur sujan hai ky image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0068,"Doctor, Kaan ke infection ka sign mil raha hai kyaa? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0069,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0070,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0071,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0072,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0073,Skin pe laalpan aur sujan hai kya image rprt me?,M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0074,Please explain: Kaan ke infection ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0075,"Doctor, Aankh me redness aur pani aa raha hai, report kyaa bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0076,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0077,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0078,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do.",M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0079,"Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0080,Please explain: Kaan ke infxn ka sign mil raha hai kyaa?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0081,"Aankh me redness aur pani aa raha hai, rprt kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0082,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0083,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0084,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0085,"Doctor, Skin pe laalpan aur sujan hai ky image report me? jaldi batao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0086,"Doctor, Kaan ke infec ka sign mil raha hai ky? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0087,"Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0088,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0089,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0090,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0091,Skin pe laalpan aur sujan hai kya image report me?,M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0092,"Doctor, Kaan ke infection ka sign mil raha hai ky?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0093,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0094,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0095,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0096,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0097,"Doctor, Skin pe laalpan aur sujan hai kyaa image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0098,Please explain: Kaan ke infxn ka sign mil raha hai ky?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0099,"Doctor, Aankh me redness aur pani aa raha hai, report ky bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0100,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0101,Is clinical query ka simple Hinglish summary do. jaldi batao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0102,"Doctor, Is clinical query ka simple Hinglish summary do.",M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0103,Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0104,"Doctor, Kaan ke infxn ka sign mil raha hai kya? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0105,"Please explain: Aankh me redness aur pani aa raha hai, report kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0106,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0107,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0108,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0109,Skin pe laalpan aur sujan hai kyaa image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0110,Kaan ke infxn ka sign mil raha hai kyaa?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0111,"Please explain: Doctor, Aankh me redness aur pani aa raha hai, report kyaa bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0112,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0113,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0114,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0115,"Please explain: Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0116,Kaan ke infection ka sign mil raha hai kya?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0117,"Please explain: Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0118,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0119,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0120,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0121,"Doctor, Skin pe laalpan aur sujan hai kyaa image repot me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0122,"Doctor, Kaan ke infec ka sign mil raha hai ky? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0123,"Please explain: Doctor, Aankh me redness aur pani aa raha hai, report ky bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0124,Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0125,Is clinical query ka simple Hinglish summary do. jaldi batao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0126,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0127,"Doctor, Skin pe laalpan aur sujan hai kya image repot me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0128,"Doctor, Kaan ke infection ka sign mil raha hai kya? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0129,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0130,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0131,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0132,Please explain: Is clinical query ka simple Hinglish summary do.,M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0133,Please explain: Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0134,"Doctor, Kaan ke infxn ka sign mil raha hai ky? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0135,"Please explain: Aankh me redness aur pani aa raha hai, report kyaa bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0136,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0137,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0138,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0139,Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0140,Please explain: Kaan ke infection ka sign mil raha hai kya? Thoda simple samjhao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0141,"Please explain: Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0142,Is clinical query ka simple Hinglish summary do. jaldi batao.,M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0143,Please explain: Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0144,"Doctor, Is clinical query ka simple Hinglish summary do.",M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0145,"Please explain: Doctor, Skin pe laalpan aur sujan hai kyaa image repot me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0146,Please explain: Kaan ke infection ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0147,"Please explain: Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0148,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0149,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0150,"Doctor, Is clinical query ka simple Hinglish summary do.",M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0151,Skin pe laalpan aur sujan hai kya image report me?,M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0152,"Doctor, Kaan ke infec ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0153,"Doctor, Aankh me redness aur pani aa raha hai, rprt kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0154,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0155,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0156,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0157,"Doctor, Skin pe laalpan aur sujan hai kya image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0158,Kaan ke infxn ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0159,"Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0160,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0161,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0162,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0163,Skin pe laalpan aur sujan hai kya image report me?,M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0164,"Doctor, Kaan ke infection ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0165,"Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0166,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0167,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0168,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0169,"Doctor, Skin pe laalpan aur sujan hai kya image report me? jaldi batao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0170,"Please explain: Doctor, Kaan ke infec ka sign mil raha hai kya?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0171,"Aankh me redness aur pani aa raha hai, repot kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0172,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0173,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0174,Is clinical query ka simple Hinglish summary do.,M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0175,"Doctor, Skin pe laalpan aur sujan hai kya image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0176,"Please explain: Doctor, Kaan ke infxn ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0177,"Aankh me redness aur pani aa raha hai, repot kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0178,Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0179,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0180,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0181,"Please explain: Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0182,Kaan ke infection ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0183,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0184,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0185,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0186,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0187,Please explain: Skin pe laalpan aur sujan hai kyaa image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0188,"Please explain: Doctor, Kaan ke infection ka sign mil raha hai kya?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0189,"Aankh me redness aur pani aa raha hai, report kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0190,Is clinical query ka simple Hinglish summary do. jaldi batao.,M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0191,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0192,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
