sample_id,query_hinglish,expected_report_id,retrieved_top1_report_id,retrieved_report_ids,retrieval_top1_hit,retrieval_topk_hit,retrieval_score_top1,top1_evidence_text,retrieved_evidence_text,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination
S0011,"Please explain: Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'atelectasis' mention hai kya? Aur 'compressive' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R011,R011,R011|R007|R006|R017|R001,1,1,0.6964224457740783,Moderate right pleural effusion with compressive atelectasis.,"Moderate right pleural effusion with compressive atelectasis. || Right upper lobe infiltrate, likely infective etiology.","Query: Please explain: Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'atelectasis' mention hai kya? Aur 'compressive' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'atelectasis' mention hai kya? Aur 'compressive' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Moderate right pleural effusion with compressive atelectasis. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0012,"Doctor, lungs me fluid overload ke signs dikh rahe hai kya? Thoda simple Hinglish me samjhao.",R012,R013,R013|R016|R005|R004|R003,0,0,0.3417960627873738,Hyperinflated lungs; no acute infiltrate.,Hyperinflated lungs; no acute infiltrate. || Heart size is normal. Lungs are clear.,"Query: Doctor, lungs me fluid overload ke signs dikh rahe hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, lungs me fluid overload ke signs dikh rahe hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Hyperinflated lungs; no acute infiltrate. Isliye explanation report-grounded hai.",0.0,0.0,1,1
S0013,Please explain: No acute abnormality ka matlab sab normal hai kya? Report me 'no acute' mention hai kya?,R013,R013,R013|R004|R020|R010|R005,1,1,0.6916634273529053,Hyperinflated lungs; no acute infiltrate.,Hyperinflated lungs; no acute infiltrate. || No acute cardiopulmonary abnormality detected.,"Query: Please explain: No acute abnormality ka matlab sab normal hai kya? Report me 'no acute' mention hai kya? Symptoms ke basis par no acute abnormality ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Please explain: No acute abnormality ka matlab sab normal hai kya? Report me 'no acute' mention hai kya? Available report evidence ke hisaab se: Hyperinflated lungs; no acute infiltrate. Isliye explanation report-grounded hai.,0.25,0.25,0,0
S0014,Lower lung thoda daba hua ya collapse type dikh raha hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao.,R014,R014,R014|R006|R002|R011|R017,1,1,0.549828962802887,"Left basilar opacity, could represent subsegmental atelectasis.","Left basilar opacity, could represent subsegmental atelectasis. || Small left pleural effusion with adjacent basal atelectasis.","Query: Lower lung thoda daba hua ya collapse type dikh raha hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao. Symptoms ke basis par atelectasis ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Lower lung thoda daba hua ya collapse type dikh raha hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao. Available report evidence ke hisaab se: Left basilar opacity, could represent subsegmental atelectasis. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0015,"Please explain: Doctor, meri report ka simple Hinglish meaning batao please.",R015,R005,R005|R004|R003|R002|R001,0,0,0.0,Bibasilar atelectatic changes are seen.,Bibasilar atelectatic changes are seen. || No acute cardiopulmonary abnormality detected.,"Query: Please explain: Doctor, meri report ka simple Hinglish meaning batao please. Symptoms ke basis par chest condition ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Doctor, meri report ka simple Hinglish meaning batao please. Available report evidence ke hisaab se: Bibasilar atelectatic changes are seen. Isliye explanation report-grounded hai.",0.25,1.0,0,0
S0016,"Doctor, report mostly normal hai kya confirm karo. Thoda simple Hinglish me samjhao.",R016,R013,R013|R004|R020|R010|R005,0,0,0.6916634273529053,Hyperinflated lungs; no acute infiltrate.,Hyperinflated lungs; no acute infiltrate. || No acute cardiopulmonary abnormality detected.,"Query: Doctor, report mostly normal hai kya confirm karo. Thoda simple Hinglish me samjhao. Symptoms ke basis par no acute abnormality ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, report mostly normal hai kya confirm karo. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Hyperinflated lungs; no acute infiltrate. Isliye explanation report-grounded hai.",0.25,0.25,0,0
S0017,Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya?,R017,R002,R002|R017|R019|R013|R016,0,1,0.4677965283393859,"Left lower lobe consolidation is noted, suspicious for pneumonia.","Left lower lobe consolidation is noted, suspicious for pneumonia. || Dense right lower lobe consolidation with air bronchograms.","Query: Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya? Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya? Available report evidence ke hisaab se: Left lower lobe consolidation is noted, suspicious for pneumonia. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0018,"Please explain: Doctor, lungs me fluid overload ke signs dikh rahe hai kya? halka symptoms hai kya? Report me 'congestion' mention hai kya? Thoda simple Hinglish me samjhao.",R018,R003,R003|R018|R013|R016|R005,0,1,0.3392971709099683,Mild cardiomegaly with pulmonary vascular congestion.,Mild cardiomegaly with pulmonary vascular congestion. || Perihilar interstitial markings suggest mild congestion.,"Query: Please explain: Doctor, lungs me fluid overload ke signs dikh rahe hai kya? halka symptoms hai kya? Report me 'congestion' mention hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Doctor, lungs me fluid overload ke signs dikh rahe hai kya? halka symptoms hai kya? Report me 'congestion' mention hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Mild cardiomegaly with pulmonary vascular congestion. Isliye explanation report-grounded hai.",0.5,0.6666666666666666,1,1
S0019,Please explain: Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao.,R019,R019,R019|R008|R013|R007|R016,1,1,0.6186591921402858,"Small bibasal infiltrates, correlate clinically for infection.","Small bibasal infiltrates, correlate clinically for infection. || Patchy bilateral opacities consistent with multifocal pneumonia.","Query: Please explain: Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao. Available report evidence ke hisaab se: Small bibasal infiltrates, correlate clinically for infection. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0020,Report me pleural effusion dikh raha hai kya? Report me 'pleural effusion' mention hai kya?,R020,R010,R010|R011|R006|R020|R001,0,1,0.6002842186556921,No focal consolidation or pleural effusion.,No focal consolidation or pleural effusion. || Moderate right pleural effusion with compressive atelectasis.,"Query: Report me pleural effusion dikh raha hai kya? Report me 'pleural effusion' mention hai kya? Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Report me pleural effusion dikh raha hai kya? Report me 'pleural effusion' mention hai kya? Available report evidence ke hisaab se: No focal consolidation or pleural effusion. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0021,Report me pleural effusion dikh raha hai kya? right side me Report me 'pleural effusion' mention hai kya? Aur 'present' ka meaning bhi batao.,R001,R011,R011|R001|R010|R006|R020,0,1,0.6450870640137616,Moderate right pleural effusion with compressive atelectasis.,Moderate right pleural effusion with compressive atelectasis. || Right-sided pleural effusion is present. Heart size is within normal limits.,"Query: Report me pleural effusion dikh raha hai kya? right side me Report me 'pleural effusion' mention hai kya? Aur 'present' ka meaning bhi batao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Report me pleural effusion dikh raha hai kya? right side me Report me 'pleural effusion' mention hai kya? Aur 'present' ka meaning bhi batao. Available report evidence ke hisaab se: Moderate right pleural effusion with compressive atelectasis. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0022,"Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? left side lung me Report me 'pneumonia' mention hai kya?",R002,R002,R002|R008|R006|R014|R005,1,1,0.5506785182158151,"Left lower lobe consolidation is noted, suspicious for pneumonia.","Left lower lobe consolidation is noted, suspicious for pneumonia. || Patchy bilateral opacities consistent with multifocal pneumonia.","Query: Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? left side lung me Report me 'pneumonia' mention hai kya? Symptoms ke basis par pneumonia ka possibility lag sakta hai. infection-related symptoms possible, lekin bina report evidence final confirmation possible nahi hai.","Query: Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? left side lung me Report me 'pneumonia' mention hai kya? Available report evidence ke hisaab se: Left lower lobe consolidation is noted, suspicious for pneumonia. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0023,"Doctor, dil thoda bada dikh raha hai kya X-ray me? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao.",R003,R003,R003|R016|R001|R005|R004,1,1,0.4279176115989685,Mild cardiomegaly with pulmonary vascular congestion.,Mild cardiomegaly with pulmonary vascular congestion. || Heart size is normal. Lungs are clear.,"Query: Doctor, dil thoda bada dikh raha hai kya X-ray me? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao. Symptoms ke basis par cardiomegaly ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, dil thoda bada dikh raha hai kya X-ray me? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao. Available report evidence ke hisaab se: Mild cardiomegaly with pulmonary vascular congestion. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0024,Please explain: No acute abnormality ka matlab sab normal hai kya? Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao.,R004,R004,R004|R013|R020|R010|R005,1,1,0.7573262037401614,No acute cardiopulmonary abnormality detected.,No acute cardiopulmonary abnormality detected. || Hyperinflated lungs; no acute infiltrate.,"Query: Please explain: No acute abnormality ka matlab sab normal hai kya? Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par cardiomegaly ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Please explain: No acute abnormality ka matlab sab normal hai kya? Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: No acute cardiopulmonary abnormality detected. Isliye explanation report-grounded hai.,0.0,0.25,1,0
S0025,"Please explain: Saas lene me problem hai, lungs me kuch collapse jaisa hai kya? Report me 'bibasilar' term ka matlab kya hai?",R005,R005,R005|R013|R016|R004|R003,1,1,0.3941714579217574,Bibasilar atelectatic changes are seen.,Bibasilar atelectatic changes are seen. || Hyperinflated lungs; no acute infiltrate.,"Query: Please explain: Saas lene me problem hai, lungs me kuch collapse jaisa hai kya? Report me 'bibasilar' term ka matlab kya hai? Symptoms ke basis par atelectasis ka possibility lag sakta hai. breathing difficulty needs correlation, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Saas lene me problem hai, lungs me kuch collapse jaisa hai kya? Report me 'bibasilar' term ka matlab kya hai? Available report evidence ke hisaab se: Bibasilar atelectatic changes are seen. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0026,Report me pleural effusion dikh raha hai kya? left side me Report me 'atelectasis' mention hai kya?,R006,R006,R006|R011|R014|R010|R020,1,1,0.908106773296992,Small left pleural effusion with adjacent basal atelectasis.,Small left pleural effusion with adjacent basal atelectasis. || Moderate right pleural effusion with compressive atelectasis.,"Query: Report me pleural effusion dikh raha hai kya? left side me Report me 'atelectasis' mention hai kya? Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Report me pleural effusion dikh raha hai kya? left side me Report me 'atelectasis' mention hai kya? Available report evidence ke hisaab se: Small left pleural effusion with adjacent basal atelectasis. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0027,"Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me Report me 'infiltrate' mention hai kya? Aur 'infiltrate' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R007,R007,R007|R002|R017|R013|R008,1,1,0.6102918736139933,"Right upper lobe infiltrate, likely infective etiology.","Right upper lobe infiltrate, likely infective etiology. || Left lower lobe consolidation is noted, suspicious for pneumonia.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me Report me 'infiltrate' mention hai kya? Aur 'infiltrate' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me Report me 'infiltrate' mention hai kya? Aur 'infiltrate' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Right upper lobe infiltrate, likely infective etiology. Isliye explanation report-grounded hai.",0.6666666666666666,0.6666666666666666,1,1
S0028,"Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? dono side lung me Report me 'pneumonia' mention hai kya? Aur 'opacities' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R008,R008,R008|R002|R005|R004|R003,1,1,0.7217571190992991,Patchy bilateral opacities consistent with multifocal pneumonia.,"Patchy bilateral opacities consistent with multifocal pneumonia. || Left lower lobe consolidation is noted, suspicious for pneumonia.","Query: Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? dono side lung me Report me 'pneumonia' mention hai kya? Aur 'opacities' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. infection-related symptoms possible, lekin bina report evidence final confirmation possible nahi hai.","Query: Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? dono side lung me Report me 'pneumonia' mention hai kya? Aur 'opacities' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Patchy bilateral opacities consistent with multifocal pneumonia. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0029,Please explain: Kya cardiomegaly mention hai aur ye serious hai? condition halka hai kya? Report me 'cardiomediastinal' term ka matlab kya hai? Thoda simple Hinglish me samjhao.,R009,R009,R009|R003|R005|R004|R002,1,1,0.3788047246138254,Cardiomediastinal silhouette is mildly enlarged.,Cardiomediastinal silhouette is mildly enlarged. || Mild cardiomegaly with pulmonary vascular congestion.,"Query: Please explain: Kya cardiomegaly mention hai aur ye serious hai? condition halka hai kya? Report me 'cardiomediastinal' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Symptoms ke basis par cardiomegaly ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Please explain: Kya cardiomegaly mention hai aur ye serious hai? condition halka hai kya? Report me 'cardiomediastinal' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Cardiomediastinal silhouette is mildly enlarged. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0030,Chest ke side me fluid jama hai kya please batao? Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao.,R010,R010,R010|R011|R006|R020|R001,1,1,0.5613952999644809,No focal consolidation or pleural effusion.,No focal consolidation or pleural effusion. || Moderate right pleural effusion with compressive atelectasis.,"Query: Chest ke side me fluid jama hai kya please batao? Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Chest ke side me fluid jama hai kya please batao? Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: No focal consolidation or pleural effusion. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0031,"Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'atelectasis' mention hai kya? Aur 'compressive' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R011,R011,R011|R007|R006|R017|R001,1,1,0.6993070611586937,Moderate right pleural effusion with compressive atelectasis.,"Moderate right pleural effusion with compressive atelectasis. || Right upper lobe infiltrate, likely infective etiology.","Query: Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'atelectasis' mention hai kya? Aur 'compressive' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'atelectasis' mention hai kya? Aur 'compressive' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Moderate right pleural effusion with compressive atelectasis. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0032,Pulmonary congestion ya edema jaisa kuch likha hai kya? Thoda simple Hinglish me samjhao.,R012,R012,R012|R003|R018|R005|R004,1,1,0.5224660170078278,Pulmonary edema pattern with vascular prominence.,Pulmonary edema pattern with vascular prominence. || Mild cardiomegaly with pulmonary vascular congestion.,"Query: Pulmonary congestion ya edema jaisa kuch likha hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par chest condition ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Pulmonary congestion ya edema jaisa kuch likha hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Pulmonary edema pattern with vascular prominence. Isliye explanation report-grounded hai.,1.0,1.0,0,0
